store_id,place_id,store_name,banner,format,reckitt_target,exclusion_reason,address,city,region,lat,lng,category,rating,review_count,phone,opening_hours,website,google_types,vicinity,price_level,business_status,annual_sales_usd,lines_per_store,covered,source,poi_count,actual_location,matches_selected_region,geographic_note,_lat,_lng,gps_province
ChIJfRlvUHiWAjERGzHsKTbEPK0,ChIJfRlvUHiWAjERGzHsKTbEPK0,Sarocha Pharmacy,Independent,Pharmacy (independent),TARGET,,WV5Q+C7M,Bang Lamung District,Chon Buri,12.908577,100.888165,pharmacy,3.7,3,,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","WV5Q+C7M, Bang Lamung District",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.908577,100.888165,Chon Buri
ChIJeY4qYheVAjERRQZv6ZiVsP0,ChIJeY4qYheVAjERRQZv6ZiVsP0,Pharma Store ร้านขายยาฟาร์มาสโตร์,Independent (no name keyword),Pharmacy (independent),TARGET,,"113, Nungplue, 259-260 M.10 Khao Talo, Muang Pattaya",Amphoe Bang Lamung,Chon Buri,12.907755,100.9047799,pharmacy,5,3,064 226 6546,,https://www.facebook.com/ps.pharmastore,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","113, Nungplue, 259-260 M.10 Khao Talo, Muang Pattaya, Amphoe Bang Lamung",0,Temporarily Closed,0,0,FALSE,scraped,0,Chon Buri,YES,,12.907755,100.9047799,Chon Buri
ChIJmZ0pAMeXAjERVpcwgGL7LRs,ChIJmZ0pAMeXAjERVpcwgGL7LRs,ร้านขายยา กล่องยา Pharmabox พัทยาใต้,Independent (no name keyword),Pharmacy (independent),TARGET,,"164/59, หมู่ที่ 10, Khopai Road, หนองปรือ",Amphoe Bang Lamung,Chon Buri,12.9143274,100.8856428,pharmacy,5,7,095 491 2807,Monday: 2:00 – 11:00 PM | Tuesday: 2:00 – 11:00 PM | Wednesday: 2:00 – 11:00 PM | Thursday: 2:00 – 11:00 PM | Friday: 2:00 – 11:00 PM | Saturday: 2:00 – 11:00 PM | Sunday: 2:00 – 11:00 PM,https://lin.ee/mn1olmI,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","164/59, หมู่ที่ 10, Khopai Road, หนองปรือ, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.9143274,100.8856428,Chon Buri
ChIJv2CYKHeWAjERMGbNxzREjhg,ChIJv2CYKHeWAjERMGbNxzREjhg,MANEE PHARMACY,Independent,Pharmacy (independent),TARGET,,WV7P+C4P,Bang Lamung District,Chon Buri,12.9135848,100.8853349,pharmacy,0,0,,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","WV7P+C4P, Bang Lamung District",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.9135848,100.8853349,Chon Buri
ChIJUf48b3SWAjER5YrPbHJ-BWM,ChIJUf48b3SWAjER5YrPbHJ-BWM,Athit Pharmacy,Independent,Pharmacy (independent),TARGET,,WV9P+F53,Bang Lamung District,Chon Buri,12.918649,100.8854152,pharmacy,2,2,,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","WV9P+F53, Bang Lamung District",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.918649,100.8854152,Chon Buri
ChIJeQtZJHWWAjERiXhm1XLCh18,ChIJeQtZJHWWAjERiXhm1XLCh18,Phatthra Pharmacy,Independent,Pharmacy (independent),TARGET,,"WVCQ+G2V, Thanon Pattaya Tai",Amphoe Bang Lamung,Chon Buri,12.9213703,100.8875518,pharmacy,3.3,3,,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","WVCQ+G2V, Thanon Pattaya Tai, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.9213703,100.8875518,Chon Buri
ChIJSyqw2XSWAjERAMWPokDlacE,ChIJSyqw2XSWAjERAMWPokDlacE,Sarot Pharmacy,Independent,Pharmacy (independent),TARGET,,WVCP+HWM,Bang Lamung District,Chon Buri,12.9214674,100.8872845,pharmacy,0,0,,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","WVCP+HWM, Bang Lamung District",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.9214674,100.8872845,Chon Buri
ChIJXSXngCOXAjERyiq0w_GTLDI,ChIJXSXngCOXAjERyiq0w_GTLDI,Puangphoo pharmacy ร้านขายยา พ่วงภู่เภสัช,เภสัช (Independent),Pharmacy (independent),TARGET,,"188, 20-21 หมู่ที่ 10 Phatthaya Tai 16",Amphoe Bang Lamung,Chon Buri,12.9228682,100.8883507,pharmacy,0,0,062 463 6633,Monday: 7:00 AM – 10:00 PM | Tuesday: 7:00 AM – 10:00 PM | Wednesday: 7:00 AM – 10:00 PM | Thursday: 7:00 AM – 10:00 PM | Friday: 7:00 AM – 10:00 PM | Saturday: 7:00 AM – 10:00 PM | Sunday: 7:00 AM – 10:00 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","188, 20-21 หมู่ที่ 10 Phatthaya Tai 16, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.9228682,100.8883507,Chon Buri
ChIJzfHctnuWAjERJV2Dmu76VIE,ChIJzfHctnuWAjERJV2Dmu76VIE,PHARMACY,"Independent (named ""Pharmacy"")",Pharmacy (independent),TARGET,,WV5M+45P,Bang Lamung District,Chon Buri,12.9078253,100.8829608,pharmacy,4.4,5,,Monday: 8:00 AM – 12:00 AM | Tuesday: 8:00 AM – 12:00 AM | Wednesday: 8:00 AM – 12:00 AM | Thursday: 8:00 AM – 12:00 AM | Friday: 8:00 AM – 12:00 AM | Saturday: 8:00 AM – 12:00 AM | Sunday: 8:00 AM – 12:00 AM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","WV5M+45P, Bang Lamung District",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.9078253,100.8829608,Chon Buri
ChIJNWFJ932XAjERUQtE5nmwb6Q,ChIJNWFJ932XAjERUQtE5nmwb6Q,Star Pharmacy,Independent,Pharmacy (independent),TARGET,,"586, 116 soi korpai 4",Amphoe Bang Lamung,Chon Buri,12.9191233,100.884083,pharmacy,3.7,3,088 797 9572,Monday: 9:00 AM – 11:00 PM | Tuesday: 9:00 AM – 11:00 PM | Wednesday: 9:00 AM – 11:00 PM | Thursday: 9:00 AM – 11:00 PM | Friday: 9:00 AM – 11:00 PM | Saturday: 9:00 AM – 11:00 PM | Sunday: 9:00 AM – 11:00 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","586, 116 soi korpai 4, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.9191233,100.884083,Chon Buri
ChIJXfVmIl-VAjERvanDcQjE8QA,ChIJXfVmIl-VAjERvanDcQjE8QA,ร้านห้องยา เขาตาโล (Drug Room Khao Talo),Independent (no name keyword),Pharmacy (independent),TARGET,,"103, 61 หมู่ที่ 10 Sukhumvit Road",Amphoe Bang Lamung,Chon Buri,12.9079271,100.9089392,pharmacy,5,2,088 640 4622,Monday: 8:00 AM – 9:00 PM | Tuesday: 8:00 AM – 9:00 PM | Wednesday: 8:00 AM – 9:00 PM | Thursday: 8:00 AM – 9:00 PM | Friday: 8:00 AM – 9:00 PM | Saturday: 8:00 AM – 9:00 PM | Sunday: 8:00 AM – 9:00 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","103, 61 หมู่ที่ 10 Sukhumvit Road, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.9079271,100.9089392,Chon Buri
ChIJYdOf8gqWAjERgxKB15yyi_I,ChIJYdOf8gqWAjERgxKB15yyi_I,DRUG STORE,Independent (no name keyword),Pharmacy (independent),TARGET,,WVFQ+RG3,Bang Lamung District,Chon Buri,12.9245039,100.8888031,pharmacy,3.7,3,,Monday: 8:00 AM – 12:00 AM | Tuesday: 8:00 AM – 12:00 AM | Wednesday: 8:00 AM – 12:00 AM | Thursday: 8:00 AM – 12:00 AM | Friday: 8:00 AM – 12:00 AM | Saturday: 8:00 AM – 12:00 AM | Sunday: 8:00 AM – 12:00 AM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","WVFQ+RG3, Bang Lamung District",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.9245039,100.8888031,Chon Buri
ChIJj1vhT8iVAjERhEzuRe-cKFg,ChIJj1vhT8iVAjERhEzuRe-cKFg,PHITAK PHARMACY 2,Independent,Pharmacy (independent),TARGET,,"WW56+483, Pattaya City",Bang Lamung District,Chon Buri,12.9077566,100.9108005,pharmacy,5,3,,Monday: 7:00 AM – 10:00 PM | Tuesday: 7:00 AM – 10:00 PM | Wednesday: 7:00 AM – 10:00 PM | Thursday: 7:00 AM – 10:00 PM | Friday: 7:00 AM – 10:00 PM | Saturday: 7:00 AM – 10:00 PM | Sunday: 7:00 AM – 10:00 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","WW56+483, Pattaya City, Bang Lamung District",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.9077566,100.9108005,Chon Buri
ChIJy-5ylPyXAjERTtj2cEmJ-hY,ChIJy-5ylPyXAjERTtj2cEmJ-hY,BB PHARMACY ร้านขายยา บีบี ฟาร์มาซี,Independent,Pharmacy (independent),TARGET,,"เลขที่ 62/188ม.10 Soi Thep Prasit 8, Muang Pattaya",Amphoe Bang Lamung,Chon Buri,12.911689,100.8800064,pharmacy,5,4,038 412 376,Monday: 8:00 AM – 11:00 PM | Tuesday: 8:00 AM – 11:00 PM | Wednesday: 8:00 AM – 11:00 PM | Thursday: 8:00 AM – 11:00 PM | Friday: 8:00 AM – 11:00 PM | Saturday: 8:00 AM – 11:00 PM | Sunday: 8:00 AM – 11:00 PM,https://line.me/ti/p/yp9XefaRyn,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","เลขที่ 62/188ม.10 Soi Thep Prasit 8, Muang Pattaya, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.911689,100.8800064,Chon Buri
ChIJGwpDDumVAjERVqabeJNbOaI,ChIJGwpDDumVAjERVqabeJNbOaI,GREEN DRUG,Independent (no name keyword),Pharmacy (independent),TARGET,,WWF4+X5V,Bang Lamung District,Chon Buri,12.92498,100.9054104,pharmacy,0,0,,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","WWF4+X5V, Bang Lamung District",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.92498,100.9054104,Chon Buri
ChIJ2Xfp-HKWAjERkcuShbH6MKg,ChIJ2Xfp-HKWAjERkcuShbH6MKg,PHARMACY,"Independent (named ""Pharmacy"")",Pharmacy (independent),TARGET,,"Soi Kho Pai 4, Muang Pattaya",Amphoe Bang Lamung,Chon Buri,12.9197977,100.881388,pharmacy,5,13,,Monday: 3:00 – 9:00 PM | Tuesday: 3:00 – 9:00 PM | Wednesday: 3:00 – 9:00 PM | Thursday: 3:00 – 9:00 PM | Friday: 3:00 – 9:00 PM | Saturday: 3:00 – 9:00 PM | Sunday: Closed,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","Soi Kho Pai 4, Muang Pattaya, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.9197977,100.881388,Chon Buri
ChIJQxziKQCXAjERznmvCn35VlI,ChIJQxziKQCXAjERznmvCn35VlI,ร้านคลังยาวนาสินธ์ (Wanasin phamacy shop),Independent (no name keyword),Pharmacy (independent),TARGET,,"19 123, Muang Pattaya",Amphoe Bang Lamung,Chon Buri,12.9134375,100.8792031,pharmacy,0,0,038 412 511,Monday: 6:30 AM – 10:30 PM | Tuesday: 6:30 AM – 10:30 PM | Wednesday: 6:30 AM – 10:30 PM | Thursday: 6:30 AM – 10:30 PM | Friday: 6:30 AM – 10:30 PM | Saturday: 6:30 AM – 10:30 PM | Sunday: 6:30 AM – 10:30 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","19 123, Muang Pattaya, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.9134375,100.8792031,Chon Buri
ChIJS-u5_X_GAjERkZB889Tc3WM,ChIJS-u5_X_GAjERkZB889Tc3WM,SPTN Supply,Independent (no name keyword),Pharmacy (independent),TARGET,,"33FC+978, Bo Win",Si Racha District,Chon Buri,13.0734005,101.0707029,pharmacy,5,2,081 482 2036,Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 5:00 PM | Friday: 8:00 AM – 5:00 PM | Saturday: 8:00 AM – 5:00 PM | Sunday: Closed,https://www.sptnsupply.com/,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","33FC+978, Bo Win, Si Racha District",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,13.0734005,101.0707029,Chon Buri
ChIJHw0O1K_DAjEREuUJa-55SDs,ChIJHw0O1K_DAjEREuUJa-55SDs,รวมยา สาขาเขาขยาย (Ruamya Khao Khayai Pharmacy),Independent,Pharmacy (independent),TARGET,,"275, 18, Tambon Bo Win",Amphoe Si Racha,Chon Buri,13.0534133,101.0615992,pharmacy,1,1,086 491 5265,Monday: 7:00 AM – 10:00 PM | Tuesday: 7:00 AM – 10:00 PM | Wednesday: 7:00 AM – 10:00 PM | Thursday: 7:00 AM – 10:00 PM | Friday: 7:00 AM – 10:00 PM | Saturday: 7:00 AM – 10:00 PM | Sunday: 7:00 AM – 10:00 PM,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","275, 18, Tambon Bo Win, Amphoe Si Racha",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,13.0534133,101.0615992,Chon Buri
ChIJbeBjwMXbAjER2rjXKQbaGB4,ChIJbeBjwMXbAjER2rjXKQbaGB4,ชัชวาลย์เภสัช 3 สาขาสุรศักดิ์ (KM PHARMA),เภสัช (Independent),Pharmacy (independent),TARGET,,77/1 ถึง 77/2,Amphoe Si Racha,Chon Buri,13.0712516,101.1725812,pharmacy,5,9,080 998 5078,Monday: 9:00 AM – 9:30 PM | Tuesday: 9:00 AM – 9:30 PM | Wednesday: 9:00 AM – 9:30 PM | Thursday: 9:00 AM – 9:30 PM | Friday: 9:00 AM – 9:30 PM | Saturday: 9:00 AM – 9:30 PM | Sunday: 9:00 AM – 9:30 PM,https://www.facebook.com/Chatchawanbhasaj.3,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","77/1 ถึง 77/2, Amphoe Si Racha",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,13.0712516,101.1725812,Chon Buri
ChIJN_eQZQ7bAjER_WxuXSMmA2g,ChIJN_eQZQ7bAjER_WxuXSMmA2g,จิรา ฟาร์มาซี Jira Pharmacy,Independent,Pharmacy (independent),TARGET,,"888, 33 ม.5, Tambon Khao Khan Song",Amphoe Si Racha,Chon Buri,13.0697715,101.1702216,pharmacy,4.7,11,095 353 9995,Monday: 7:00 AM – 10:00 PM | Tuesday: 7:00 AM – 10:00 PM | Wednesday: 7:00 AM – 10:00 PM | Thursday: 7:00 AM – 10:00 PM | Friday: 7:00 AM – 10:00 PM | Saturday: 7:00 AM – 10:00 PM | Sunday: 7:00 AM – 10:00 PM,https://www.facebook.com/%E0%B8%88%E0%B8%B4%E0%B8%A3%E0%B8%B2-%E0%B8%9F%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%A1%E0%B8%B2%E0%B8%8B%E0%B8%B5-Jira-Pharmacy-104253878978496/?ref=pages_you_manage,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","888, 33 ม.5, Tambon Khao Khan Song, Amphoe Si Racha",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,13.0697715,101.1702216,Chon Buri
ChIJv1W5pHnEAjER1x9uM6RZLJE,ChIJv1W5pHnEAjER1x9uM6RZLJE,หมอยาอีสเทิร์น / MHOYA EASTERN / เภสัชกรมานิตย์ ชาญพิชญาพรวัฒน์,Independent,Pharmacy (independent),TARGET,,"ตลาดพันเสด็จใน, 100/1, Tambon Bo Win",Amphoe Si Racha,Chon Buri,13.0568407,101.1107817,pharmacy,5,1,081 873 1097,Monday: 5:00 – 10:00 PM | Tuesday: 5:00 – 10:00 PM | Wednesday: 5:00 – 10:00 PM | Thursday: 5:00 – 10:00 PM | Friday: 5:00 – 10:00 PM | Saturday: 9:00 AM – 10:00 PM | Sunday: 9:00 AM – 10:00 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","ตลาดพันเสด็จใน, 100/1, Tambon Bo Win, Amphoe Si Racha",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,13.0568407,101.1107817,Chon Buri
ChIJ_-8R0TnHAjERESDkw8JulyY,ChIJ_-8R0TnHAjERESDkw8JulyY,"Win Pharma ร้านยาวินฟาร์ม่า พันเสด็จใน,บ่อวิน ชลบุรี",Independent,Pharmacy (independent),TARGET,,"277, 108",Amphoe Si Racha,Chon Buri,13.057182,101.1083682,pharmacy,0,0,083 713 5658,Monday: 9:00 AM – 10:00 PM | Tuesday: 9:00 AM – 10:00 PM | Wednesday: 9:00 AM – 10:00 PM | Thursday: 9:00 AM – 10:00 PM | Friday: 9:00 AM – 10:00 PM | Saturday: 9:00 AM – 10:00 PM | Sunday: 9:00 AM – 10:00 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","277, 108, Amphoe Si Racha",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,13.057182,101.1083682,Chon Buri
ChIJ_WbegGy-AjERbf8UtXwaKe4,ChIJ_WbegGy-AjERbf8UtXwaKe4,ทวีวัฒน์โอสถ Thaveewath Osoth,Independent (no name keyword),Pharmacy (independent),TARGET,,"45 ม.4 ถ, Pattaya-Na Kluea Road",Amphoe Bang Lamung,Chon Buri,12.9736022,100.9073013,pharmacy,5,7,096 642 1516,Monday: 7:00 AM – 7:00 PM | Tuesday: 7:00 AM – 7:00 PM | Wednesday: 7:00 AM – 7:00 PM | Thursday: 7:00 AM – 7:00 PM | Friday: 7:00 AM – 7:00 PM | Saturday: 7:00 AM – 7:00 PM | Sunday: 7:00 AM – 7:00 PM,https://www.facebook.com/ThaveewatOsoth,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","45 ม.4 ถ, Pattaya-Na Kluea Road, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.9736022,100.9073013,Chon Buri
ChIJTdzkNxu-AjERxK9WTPQLDO8,ChIJTdzkNxu-AjERxK9WTPQLDO8,Erawadee No.1,Independent (no name keyword),Pharmacy (independent),TARGET,,"159/151, Thanon Pattaya Nuea, Muang Pattaya",Amphoe Bang Lamung,Chon Buri,12.9516267,100.9024431,pharmacy,3.8,145,092 716 1154,Monday: 8:30 AM – 5:00 PM | Tuesday: 8:30 AM – 5:00 PM | Wednesday: 8:30 AM – 5:00 PM | Thursday: 8:30 AM – 5:00 PM | Friday: 8:30 AM – 5:00 PM | Saturday: 8:30 AM – 5:00 PM | Sunday: 8:30 AM – 5:00 PM,https://erawadee.com/,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","159/151, Thanon Pattaya Nuea, Muang Pattaya, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.9516267,100.9024431,Chon Buri
ChIJE_Srr_eVAjERIHFBQIMppe8,ChIJE_Srr_eVAjERIHFBQIMppe8,Dpharmacy Pattaya,Independent,Pharmacy (independent),TARGET,,"389, 5",Amphoe Bang Lamung,Chon Buri,12.941928,100.903973,pharmacy,4.4,38,095 167 1806,Monday: 8:00 AM – 8:00 PM | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 8:00 PM | Saturday: 8:00 AM – 8:00 PM | Sunday: 8:00 AM – 8:00 PM,,"['pharmacy', 'drugstore', 'health', 'point_of_interest', 'store', 'establishment']","389, 5, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.941928,100.903973,Chon Buri
ChIJw0B6xgy-AjERna6-geC9rt0,ChIJw0B6xgy-AjERna6-geC9rt0,Bear Drug สาขานาเกลือ 14,Independent (no name keyword),Pharmacy (independent),TARGET,,"297 Soi Na Kluea 12, Muang Pattaya",Amphoe Bang Lamung,Chon Buri,12.9663466,100.8978113,pharmacy,4.4,7,,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","297 Soi Na Kluea 12, Muang Pattaya, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.9663466,100.8978113,Chon Buri
ChIJmVHn_sm_AjERY_e4pszaOPk,ChIJmVHn_sm_AjERY_e4pszaOPk,Pharmapoint Pharmacy,Independent,Pharmacy (independent),TARGET,,"เลขที่ 296/80 หมู่ 5 ซอย นาเกลือ12, ถนน นาเกลือ",Amphoe Bang Lamung,Chon Buri,12.9682198,100.8959397,pharmacy,5,11,082 455 6635,Monday: 8:00 AM – 12:00 AM | Tuesday: 8:00 AM – 12:00 AM | Wednesday: 8:00 AM – 12:00 AM | Thursday: 8:00 AM – 12:00 AM | Friday: 8:00 AM – 12:00 AM | Saturday: 8:00 AM – 12:00 AM | Sunday: 8:00 AM – 12:00 AM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","เลขที่ 296/80 หมู่ 5 ซอย นาเกลือ12, ถนน นาเกลือ, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.9682198,100.8959397,Chon Buri
ChIJa2iDKA2-AjERWJVop1BVCTw,ChIJa2iDKA2-AjERWJVop1BVCTw,Ubon,Independent (no name keyword),Pharmacy (independent),TARGET,,"62/6, Moo 5, Pattaya-Na Kluea Road, Tambon Na Kluea, Amphoe Bang Lamung, Chon Buri",20150,Chon Buri,12.9665007,100.8990046,pharmacy,0,0,038 225 215,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","62/6, Moo 5, Pattaya-Na Kluea Road, Tambon Na Kluea, Amphoe Bang Lamung, Chon Buri, 20150",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.9665007,100.8990046,Chon Buri
ChIJz57gEgm-AjEREPAc53W_DSM,ChIJz57gEgm-AjEREPAc53W_DSM,Phum Than Pharmacy,Independent,Pharmacy (independent),TARGET,,93/4 หมู่5 Soi Naklua 21,Amphoe Bang Lamung,Chon Buri,12.9601945,100.894229,pharmacy,5,1,038 427 453,Monday: 10:00 AM – 10:00 PM | Tuesday: 10:00 AM – 10:00 PM | Wednesday: 10:00 AM – 10:00 PM | Thursday: 10:00 AM – 10:00 PM | Friday: 10:00 AM – 10:00 PM | Saturday: 10:00 AM – 10:00 PM | Sunday: 10:00 AM – 10:00 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","93/4 หมู่5 Soi Naklua 21, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.9601945,100.894229,Chon Buri
ChIJR1dABAm-AjERgLYSHt5Bgds,ChIJR1dABAm-AjERgLYSHt5Bgds,Pharmacy,"Independent (named ""Pharmacy"")",Pharmacy (independent),TARGET,,"Pattaya-Na Kluea Road, Muang Pattaya",Amphoe Bang Lamung,Chon Buri,12.9595857,100.8942588,pharmacy,5,4,038 425 967,Monday: 8:00 AM – 8:00 PM | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 8:00 PM | Saturday: 8:00 AM – 8:00 PM | Sunday: Closed,https://www.facebook.com/panyaDrugStore,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","Pattaya-Na Kluea Road, Muang Pattaya, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.9595857,100.8942588,Chon Buri
ChIJCwpDLg--AjERcp9zCbiuPO4,ChIJCwpDLg--AjERcp9zCbiuPO4,HANNAH'S PHARMACY,Independent,Pharmacy (independent),TARGET,,XV5W+7HF,Bang Lamung District,Chon Buri,12.9581823,100.8964134,pharmacy,3,1,,Monday: 5:00 – 9:00 PM | Tuesday: 5:00 – 9:00 PM | Wednesday: 5:00 – 9:00 PM | Thursday: 5:00 – 9:00 PM | Friday: 5:00 – 9:00 PM | Saturday: 5:00 – 9:00 PM | Sunday: 5:00 – 9:00 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","XV5W+7HF, Bang Lamung District",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.9581823,100.8964134,Chon Buri
ChIJbbJMB-G9AjER-bj3Ce12hlo,ChIJbbJMB-G9AjER-bj3Ce12hlo,I Health Care,Independent (no name keyword),Pharmacy (independent),TARGET,,XV7P+QW9,Bang Lamung District,Chon Buri,12.9644139,100.8873629,pharmacy,3.6,8,064 946 2782,Monday: 10:00 AM – 11:00 PM | Tuesday: 10:00 AM – 11:00 PM | Wednesday: 10:00 AM – 11:00 PM | Thursday: 10:00 AM – 11:00 PM | Friday: 10:00 AM – 11:00 PM | Saturday: 10:00 AM – 11:00 PM | Sunday: 10:00 AM – 11:00 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","XV7P+QW9, Bang Lamung District",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.9644139,100.8873629,Chon Buri
ChIJyfdhbwC9AjER67HQu0MN-Cw,ChIJyfdhbwC9AjER67HQu0MN-Cw,Premium Pharmacy,Independent,Pharmacy (independent),TARGET,,"285, 171 Soi Pho Samphan, Muang Pattaya",Amphoe Bang Lamung,Chon Buri,12.9640527,100.8872507,pharmacy,2.8,13,082 455 6635,Monday: 8:00 AM – 12:00 AM | Tuesday: 8:00 AM – 12:00 AM | Wednesday: 8:00 AM – 12:00 AM | Thursday: 8:00 AM – 12:00 AM | Friday: 8:00 AM – 12:00 AM | Saturday: 8:00 AM – 12:00 AM | Sunday: 8:00 AM – 12:00 AM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","285, 171 Soi Pho Samphan, Muang Pattaya, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.9640527,100.8872507,Chon Buri
ChIJTXeHj4i_AjERYar3OyPXhG0,ChIJTXeHj4i_AjERYar3OyPXhG0,GOODWILL PHARMACY CENTER ร้านขายยากู๊ดวิลเซ็นเตอร์,Independent,Pharmacy (independent),TARGET,,"571, 2",Amphoe Bang Lamung,Chon Buri,12.9576227,100.8923756,pharmacy,4.5,29,090 942 1224,Monday: 7:00 AM – 12:00 AM | Tuesday: 7:00 AM – 12:00 AM | Wednesday: 7:00 AM – 12:00 AM | Thursday: 7:00 AM – 12:00 AM | Friday: 7:00 AM – 12:00 AM | Saturday: 7:00 AM – 12:00 AM | Sunday: 7:00 AM – 12:00 AM,http://facebook.com/goodwillpharmacycenter,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","571, 2, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,,12.9576227,100.8923756,Chon Buri
