store_id,store_name,address,city,lat,lng,rating,review_count,phone,tier_class,reckitt_tier,reckitt_score
ChIJz2NEoGM1zDERnr9-q1LxlzQ,myNEWS Medan Niaga Tasik Damai,"NO. 7, GROUND FLOOR, JALAN TASIK UTAMA 3, MEDAN NIAGA TASIK DAMAI, Sungai Besi",Kuala Lumpur,3.0600638,101.7109983,4.3,3,03-9054 3544,MyNEWS,Drop,5.96
ChIJTdbtn2BIzDERfpKV9kZngCc,CAFé by 7-Eleven Solaris Dutamas D2 Kuala Lumpur (1710),"D2-G3-8 (GF), No 1, Solaris Dutamas, Jalan Dutamas 1, Taman Sri Hartamas",Kuala Lumpur,3.171571799999999,101.6654531,4.3,3,,7-Eleven,Drop,5.96
ChIJmReDq_HLzTERaT4Jvd96a3Y,7 Eleven Malaysia: Store 1823,"19, Jalan Reko Sentral 2, Reko Sentral",Kajang,2.966286900000001,101.7893505,2.3,12,,7-Eleven,Drop,5.9
ChIJidZ42Sy3zTERTMGRrCjMbNg,CAFé by 7-Eleven MMU Campus Cyberjaya (3107),"Multimedia University, Lot K4, K5 & K6, Starbees Building",Cyberjaya,2.927699,101.6431616,3.0,6,,7-Eleven,Drop,5.84
ChIJWUamba-0zTERsTzLTlZLg0w,7 Eleven-0433,"0433, Jalan Puteri 7/9, Bandar Puteri",Puchong,3.0255269,101.6234702,3.0,6,03-8062 4035,7-Eleven,Drop,5.84
ChIJZ78jq_tTzDER-otksoycmBY,7-Eleven,"g14, Persiaran Tasik, Seksyen 14",Shah Alam,3.0704492,101.5169693,3.0,6,,7-Eleven,Drop,5.84
ChIJp6xeacFTzDERGHF-16fxRBs,7-Eleven,"3, Jalan Setia Indah X U13/X, Setia Alam",Shah Alam,3.0991511,101.4605008,3.0,6,,7-Eleven,Drop,5.84
ChIJGzSMrJ9OzDERy-tbTvnoBKw,CAFé by 7-Eleven Pusat Dagangan NZX Petaling Jaya (1076),"Unit No. A-G-08, Block A, Jalan PJU 1A/41B, Pusat Dagangan Putra NZX",Petaling Jaya,3.1147193,101.5907199,2.2,13,03-3372 4854,7-Eleven,Drop,5.81
ChIJQfVBSDuzzTEREN8oMUA4odk,myNEWS (Maru Kafe) One City USJ 25 (G Floor),"LOT B-11, GROUND FLOOR, Garden Shoppe One City, Jalan USJ 25/1A, One City",Subang Jaya,3.021418199999999,101.5797093,3.2,5,03-8011 1763,MyNEWS,Drop,5.73
ChIJG-meFOfNzTERKHSL2EuH2lw,CAFé by 7-Eleven Taman Prima Saujana 2 (3055),"5, Jalan Prima Saujana 1/1A, Taman Prima Saujana",Kajang,3.0080038,101.8067307,3.2,5,,7-Eleven,Drop,5.73
ChIJvf7A1_lHzDERJKC0ZiC26uI,myNEWS (Maru Kafe) Sky Awani Commercial Sentul (G Floor),"G-05, Sky Awani Business Commercial, Jalan Sentul Pasar, Sentul",Kuala Lumpur,3.2088856,101.6900219,3.2,5,03-4031 5083,MyNEWS,Drop,5.73
ChIJoSbiyjcFzDERpiZHRUhPAGI,7-Eleven,Taman Bukit Indah,Bentong,3.5118363,101.9132032,3.2,5,,7-Eleven,Drop,5.73
ChIJa89aFfDJzTER_p8dTxDyXpU,CAFé by 7-Eleven Menara Shaftsbury Putrajaya (2745),"No. G-20, Ground Floor, Menara Shaftsbury Putrajaya, Jalan Alamanda, Presint 1",Putrajaya,2.938922800000001,101.7133781,2.3,11,,7-Eleven,Drop,5.72
ChIJIVrl3jPnzTERopP2Krr03JQ,7-Eleven,Taman Sri Mawar,Seremban,2.6918609,101.9749749,2.6,8,06-677 9625,7-Eleven,Drop,5.71
ChIJb3i3gSbLzTERdsORcY3D0S0,CAFé by 7-Eleven Pusat Komersial UNITEN (3137),"Lot 8 (Aras Bawah, Pusat Komersial UNITEN, Kampus Putrajaya, Jalan Ikram-Uniten",Kajang,2.970583699999999,101.7334504,2.6,8,,7-Eleven,Drop,5.71
ChIJL7zq9hRTzDERmYaPdaw0yDk,myNEWS Setia City Mall (2nd Floor),"Lot L2-07, Setia City Mall 7 Persiaran Setia Dagang, Bandar Setia Alam, Seksyen U13, Setia Alam",Klang,3.108951,101.4613414,2.6,8,03-3345 6095,MyNEWS,Drop,5.71
ChIJ91vj5l5MzDERWZJA2je2VnQ,7-Eleven • SS15 Bulatan Jengka • Store 1056,"No A8 (GF, Jalan SS 15/8a",Subang Jaya,3.074078399999999,101.5868969,2.1,14,03-5631 4753,7-Eleven,Drop,5.69
ChIJecdr_aG3zTER-8xsxqrPGJs,CAFé by 7-Eleven Atelier Centre Selangor (3165),"D1-G-06 & 07, Block D1, Atelier Centre Jalan Atelier 1, Edusphere, Cyber 11",Cyberjaya,2.9326438,101.6384494,2.0,16,,7-Eleven,Drop,5.67
ChIJTRygmvFIzDERA1Xd8eIZ5R8,CAFé by 7-Eleven Plaza Mont' Kiara (813),"D-OG-02, BLOCK, D, PLAZA, 2, Jalan Kiara, Mont Kiara",Kuala Lumpur,3.166083,101.6527375,1.8,22,,7-Eleven,Drop,5.64
ChIJ61D7dWerzTERM4a8onQa7Mg,7-Eleven Jalan Batu Unjur,"25, Jalan Batu Unjur, Pandamaran",Pelabuhan Klang,3.0158364,101.4254583,2.7,7,03-3324 6831,7-Eleven,Drop,5.61
ChIJ2U-gfl5JzDERayXUSdqa_xA,7-Eleven,"No 57 LG2 Blok D, 72A, Jalan Profesor Diraja Ungku Aziz, Seksyen 13",Petaling Jaya,3.1172948,101.6357116,2.7,7,03-7960 1025,7-Eleven,Drop,5.61
ChIJQ-r7hzvJzTERfrrGr8T9lnI,CAFé by 7-Eleven Bandar Puteri Bangi (3059),"3, Jalan Puteri 3A/1",Kajang,2.879110899999999,101.7958051,1.9,18,,7-Eleven,Drop,5.59
ChIJRzVQAwzKzTERtfEPQLCqoSo,myNEWS IOI City Mall (LG Floor),"LOT LG 24, LOWER GROUND FLOOR, CITY IOI CITY MALL, Lebuh IRC, Ioi Resort",Serdang,2.9690911,101.7114941,1.9,18,03-8328 0682,MyNEWS,Drop,5.59
ChIJr6iuIcHgzTERXRacNfqt5c4,7-Eleven,"62, Jalan Orkid 2, Taman Senawang Indah",Seremban,2.695284699999999,101.9989235,4.0,3,,7-Eleven,Drop,5.55
ChIJ19L4KVU2zDERlvSEy1TDHi8,7-Eleven,"55, Jalan Ampang Putra, Taman Putra Sulaiman",Ampang,3.1505403,101.7484063,4.0,3,03-4285 3514,7-Eleven,Drop,5.55
ChIJPxVcszWxzTERNtaQ-Zs84p8,7-Eleven Rimbayu 2748,17,Jalan Flora 2/2,2.9338932,101.5492364,2.1,13,,7-Eleven,Drop,5.54
ChIJZ6Wdjf7JzTER5TCzAuND6qM,7-Eleven store 2745,"No G-20, menara shalfsbury putrajaya, Jalan Alamanda, Presint 1",Putrajaya,2.9381186,101.7131663,2.1,13,,7-Eleven,Drop,5.54
ChIJJUu4k5axzTERVzNe23j6Jho,CAFé by 7-Eleven Bandar Saujana Putra (2919),"Utama, S-G-2, BSP21, Jalan Saujana Putra, Bandar Saujana Putra",Jenjarom,2.9436918,101.5881347,1.7,25,,7-Eleven,Drop,5.54
ChIJG0J2rt7GzTER-tbfw4vWP_Y,"7 Eleven Starz Valley, Laman Komersial Areca (2026)","Taman Komersil Areca, Jalan BBN 12/1, Putra NIlai, Bandar Baru Nilai",Nilai,2.8127865,101.7574867,2.4,9,,7-Eleven,Drop,5.53
ChIJxbMYqIC0zTERrJudabtK1Ds,7-Eleven 1519 Bandar Puchong Utama,"66, Jalan BPU 1, Bandar Puchong Utama",Puchong,2.995076999999999,101.6208625,2.4,9,,7-Eleven,Drop,5.53
ChIJ_UcNXqS_zTER5waNLkwiYlY,myNEWS (Maru Kafe) Gateway KLIA Terminal 2 (2nd Floor),KLIA2 Arrival Lane,Sepang,2.7432581,101.685228,2.5,8,03-8787 8483,MyNEWS,Drop,5.49
ChIJAV4OCYfhzTERUVaj98ZhlXc,CAFé by 7-Eleven Seremban Jaya 2 Negeri Sembilan (3204),"510, Jalan SJ 9/1, Taman Seremban Jaya",Seremban,2.671696,101.9818693,2.5,8,,7-Eleven,Drop,5.49
ChIJRcutaADdzTERe09a6XGxxWo,7CAFé by 7-Eleven Sikamat Utama (3379),"No. 3 (GF, Pusat Perniagaan, 1, Jalan Meranti 5, Taman Sikamat Utama",Seremban,2.755693,101.9668391,5.0,2,,7-Eleven,Drop,5.49
ChIJryNlDz_LzTERoMO-9nPCa_Y,myNEWS (Maru Kafe) Silk Sky Balakong (1st Floor),L1-15 SILK SKY JALAN KB 2/15 KAMPUNG BAHARU BALAKONG,Seri Kembangan,3.0272958,101.7506628,5.0,2,03-8964 1423,MyNEWS,Drop,5.49
ChIJz1kThXg1zDERSc3WZQkoQcA,7-Eleven,"21, Jalan 20b/146, Taman Desa Tasek",Kuala Lumpur,3.07205,101.7147701,1.9,17,03-9058 0841,7-Eleven,Drop,5.49
ChIJ6RUIRIs1zDEROJcJyM0vdYY,CAFé by 7-Eleven Medan Niaga Tasik Damai (2331),"Medan Niaga Tasik Damai, No. 5 (GF, Jalan Tasik Utama 3, Sungai Besi",Kuala Lumpur,3.0601268,101.7109768,5.0,2,,7-Eleven,Drop,5.49
ChIJbS_AM_RPzDER3ihvJkvZfq0,FamilyMart Nadayu 801,"K-G-10 Ground, Pangsapuri Nadayu 801, 1, Jalan Zuhrah U5/163, Subang Murni",Shah Alam,3.1636846,101.5462286,5.0,2,,FamilyMart,Drop,5.49
ChIJPzbRKCBPzDERWI7cL5edfAE,7-Eleven The Strand,"The Strand, 39, Jalan PJU 5/21, Kota Damansara",Petaling Jaya,3.1546059,101.5933542,2.5,8,,7-Eleven,Drop,5.49
ChIJhaX-0yJIzDER0qsa0lyTgWw,7-Eleven 0514 Jalan Ipoh III,"No. 82 (GF, Jalan Sultan Azlan Shah",Kuala Lumpur,3.1689633,101.6958438,2.5,8,03-4043 4364,7-Eleven,Drop,5.49
ChIJG1O73vI5zDERV-uxhjEiXGA,CAFé by 7-Eleven Wangsa Melawati 4 Persekutuan (3208),"7, Jalan Wangsa Melawati 4, Wangsa Melawati",Kuala Lumpur,3.2027658,101.7474143,5.0,2,,7-Eleven,Drop,5.49
ChIJ59QgnltCzDERXS1cZ9aYH0g,7-Eleven • Bandar Baru Rawang • Store 394,"69, Jalan Bandar Rawang 2, Pusat Bandar Rawang",Rawang,3.324309,101.577753,2.5,8,03-6092 8158,7-Eleven,Drop,5.49
ChIJ7RrgYABDzDERqESzhrl6jCo,FamilyMart Caltex Anggun City,"A portion of PT, 4384, Persiaran Anggun, Taman Anggun",Rawang,3.318751299999999,101.5405707,1.8,20,,Fuel only,Drop,5.48
ChIJVXY84JJMzDERjbVI-W_S6gg,"7-Eleven Malaysia : Store 1363 - Impian Meridian, USJ 1, Subang Jaya, Selangor","S-00-15 (GF), Impian Meridian, Jalan Subang 1, USJ 1, 47600 Subang Jaya",Selangor,3.0623519,101.5948354,2.2,11,03-5880 6047,7-Eleven,Drop,5.47
ChIJQbYQoU_mzTERGPocgynBdgM,7-Eleven,"No 3 (Gf), Jalan Patin 1, Taman Patin Indah, 70300, Mambau",Negeri Sembilan,2.6707713,101.9208565,2.8,6,06-631 4030,7-Eleven,Drop,5.45
ChIJp38NYVO3zTERYW2hdxQXfsY,myNEWS University of Cyberjaya (UG Floor),"CYBERJAYA UNIVERSITY COLLEGE OF MEDICAL SCIENCES R2-UG TOWER BLOCK, Persiaran Bestari, Cyber 11",Cyberjaya,2.930620999999999,101.6376,2.8,6,,MyNEWS,Drop,5.45
ChIJl2QLXMdLzDERQwAZ6rjMOeY,7-Eleven,"66, Jalan 1/14, Seksyen 1",Petaling Jaya,3.0865053,101.6485804,2.8,6,03-7784 6304,7-Eleven,Drop,5.45
ChIJa8SiidFTzDERtV4Qfam7iks,"myNEWS (Maru Kafe) Trefoil, Setia City (1st Floor)","SEKSYEN U13, RS-1-5 BLOCK C, TREFOIL@SETIA CITY, NO. 2, Jalan Setia Dagang AH U13/AH, Setia Alam",Shah Alam,3.111487,101.460639,2.8,6,,MyNEWS,Drop,5.45
ChIJH10c-UdGzDERZat5D5VbZUc,"7-Eleven Laman Rimbunan, Kepong","No. 46 (GF, Jalan Rimbunan Jaya, Laman Rimbunan",Kuala Lumpur,3.2111574,101.6505348,2.8,6,03-6259 6186,7-Eleven,Drop,5.45
ChIJXWX8MV5DzDER-PAse0viJAY,CAFé by 7-Eleven Avia Plus (3089),"G-19, Avia Plus, Jalan Desa Utama, Bandar Country Homes",Rawang,3.3264478,101.5265925,2.8,6,,7-Eleven,Drop,5.45
ChIJz30PNce3zTERjGrdgIX9IZA,CAFé by 7-Eleven Jalan Tun Abdul Razak (2422),"LG 01, Lower Ground Floor, 1, Jalan Tun Abdul Razak, Presint 3",Putrajaya,2.920335,101.6840625,2.6,7,,7-Eleven,Drop,5.41
ChIJ_0--3KJOzDERhju5aA8dZ44,7-Eleven,"B-G, 16, Jalan PJU 1/45, Aman Suria",Petaling Jaya,3.122161999999999,101.5952026,2.6,7,03-7804 0745,7-Eleven,Drop,5.41
ChIJ--JaYok2zDER51NTtMIb1hk,CAFé by 7-Eleven Taman Lembah Maju Kuala Lumpur (474),"No. 2A (GF, Blok J, Jalan Maju 3/5, Taman Lembah Maju",Kuala Lumpur,3.1247406,101.7558041,1.8,19,03-4295 4920,7-Eleven,Drop,5.39
ChIJL9yZYzhGzDERKsGMEZ29GdQ,7-Eleven 0220 Jalang Ambong Kiri 2 Kepong Baru,"11, Jalan Ambong Kiri 2, Taman Kepong",Kuala Lumpur,3.210269,101.6474085,3.0,5,03-6250 9560,7-Eleven,Drop,5.38
ChIJAVhWh25GzDERGltQ-Lukx0M,7-Eleven 0107 Taman Desa Jaya,"13, Jalan 11, Taman Desa Jaya",Kuala Lumpur,3.21658,101.6300099,3.0,5,,7-Eleven,Drop,5.38
ChIJ_SfA-d5HzDERIxiOVfbUF3E,7-Eleven Selayang Utama,Taman Selayang Utama,Batu Caves,3.237350599999999,101.6436447,3.0,5,03-2114 2603,7-Eleven,Drop,5.38
ChIJK3UW0pxTzDERb_bup86GJ1E,7-Eleven,"15, Jalan Setia Dagang AL U13/AL, Setia Alam",Shah Alam,3.1058715,101.4689716,3.3,4,,7-Eleven,Drop,5.31
ChIJMcTLPgA3zDERxCGctY7_CdY,myNEWS (Maru Kafe) The Campus Ampang,"Ground Floor, Lot G-10, Batu 5, Jalan Kerja Air Lama, Ampang Jaya",Ampang,3.1614794,101.7555947,3.3,4,,MyNEWS,Drop,5.31
ChIJc_pz1eBFzDERS6fGciPMj1Y,7-Eleven 1019 Wangsa Permai,"30, Jalan Wangsa 2/5, Taman Wangsa Permai",Kuala Lumpur,3.2091479,101.6102594,3.3,4,,7-Eleven,Drop,5.31
ChIJm8vg4rQ5zDERYVJfB-oXmKI,7-Eleven Jalan J9 (1926),"53100, 5440-5453, Jalan J 9, Taman Melawati",Kuala Lumpur,3.2124754,101.7544653,3.3,4,,7-Eleven,Drop,5.31
ChIJaS6UFR1HzDERVHF7wmz0_pM,myNEWS 0822 (Maru Kafe) Residence Henge (G Floor),"NO. G-06, RESIDENSI HENGE, 9, Jalan Metro Perdana Barat, TAMAN METROPOLITAN",Kuala Lumpur,3.2207662,101.6416453,2.3,9,03-2728 5301,MyNEWS,Drop,5.3
ChIJocdLdSDLzTER656jKBNiKWU,CAFé by 7-Eleven Tmn Setia Balakong Sel (1753),"No KA33-G, Jalan Setia Balakong 1/1, Taman Setia Balakong",Balakong,3.0145103,101.7524459,2.0,13,,7-Eleven,Drop,5.28
ChIJqTK8fQJTzDERK5XveitmueI,7-Eleven,"18, Jalan Plumbum N7/N, Seksyen 7",Shah Alam,3.0698478,101.4892617,2.2,10,,7-Eleven,Drop,5.28
ChIJo8cbfV9MzDERKtWFh2h0PrI,myNEWS,"51, GROUND FLOOR, 45, Jalan SS 15/8a, Ss 15",Subang Jaya,3.0740707,101.5895076,2.0,13,03-5612 3852,MyNEWS,Drop,5.28
ChIJc3D3ccjKzTERJb65iOEnvHQ,7 Eleven 1126,"5, Jalan Taming Permai 1, Seri Kembangan",Balakong,3.023932,101.731315,2.4,8,,7-Eleven,Drop,5.27
ChIJyWzoSEZJzDER9uDFJDSs3jI,myNEWS (Maru Kafe) Arcoris Plaza (G Floor),"LOT G-3 & G-3A, ARCORIS PLAZA, Jalan Kiara, Mont Kiara",Kuala Lumpur,3.1676922,101.6516339,2.7,6,03-6411 7514,MyNEWS,Drop,5.25
ChIJwen1B2tKzDERKdWGyL2p_LE,CAFé by 7-Eleven Kuchai Maju (1318),"No 29 (GF, Jalan Kuchai Maju 8, Kuchai Lama",Kuala Lumpur,3.089667599999999,101.6875119,1.6,25,,7-Eleven,Drop,5.21
ChIJTyqzufDJzTERtAWGOUlLnf0,CAFé by 7-Eleven Savanna Lifestyle Retail (3044),"A-G-13, Savanna Lifestyle Retail, Jalan BBLS 2, Bandar Baru Lembah Selatan",Dengkil,2.9035522,101.7633995,1.8,17,,7-Eleven,Drop,5.2
ChIJHYI914y_zTERUZVfEHiUVGo,CAFé by 7-Eleven KLIA 2 Sepang (3072),"2, Arrival Level (Airside, Lot No S1-1A-A07A & A07B Domestic Departure, Kuala Lumpur International Airport",Sepang,2.7427086,101.6868038,3.7,3,,7-Eleven,Drop,5.13
ChIJP8lKKzDdzTERmU-5WvzYJmA,myNEWS (Maru Kafe) KPJ Seremban Specialist Hospital (G Floor),"GROUND FLOOR, KPJ SEREMBAN SPECIALIST HOSPITAL, LOT 6129 & 6220, Jalan Toman 1, Kemayan Square",Seremban,2.7185311,101.9219878,3.7,3,,MyNEWS,Drop,5.13
ChIJef6UfADHzTERm7O7pnxDNNk,7 Eleven Youth City,"MENARA B (BEGONIA), JALAN BANDAR BELIA 1/4, BANDAR WAWASAN PUTRA NILAI, Putra Point",Nilai,2.821450800000001,101.7949702,3.7,3,,7-Eleven,Drop,5.13
ChIJtVF3BVFTzDERH3kNTeVBxwM,7-Eleven,"37, Jalan Raya Barat, Kawasan 6",Klang,3.0430452,101.4419664,3.7,3,03-3374 2144,7-Eleven,Drop,5.13
ChIJv4ItvGY1zDERcNVmdaFzF44,7-Eleven • BMC Mall • Store 2775,"Lot G-23, Ground Floor, BMC Mall, Jalan Temenggung 21/9, Bandar Mahkota Cheras, Batu 9",Cheras,3.0548665,101.7873142,3.7,3,,7-Eleven,Drop,5.13
ChIJr4rNAgBLzDERoaPUx6qY_eg,"myNEWS (Maru Kafe) 8th & Stellar, Sri Petaling","G-06, 8th & Stellar, Jalan Naga Emas, Bandar Baru Sri Petaling",Wilayah Persekutuan,3.0720505,101.7013836,3.7,3,,MyNEWS,Drop,5.13
ChIJY5dpBWs1zDERsz5liG_i5p8,7 eleven store 2675,"No A-G-07, Jalan Damai Perdana 6/1F, Bandar Damai Perdana",Cheras,3.0530878,101.7390172,3.7,3,,7-Eleven,Drop,5.13
ChIJxbBWs7hJzDERkwHtgXklmMk,myNEWS Block A Plaza Damas (Ground Floor),"3, PLAZA DAMAS 3, 63, Jalan Sri Hartamas 1, Taman Sri Hartamas",Kuala Lumpur,3.1629385,101.6561856,3.7,3,03-6206 2780,MyNEWS,Drop,5.13
ChIJ1QOCTNlEzDERUNmFYkxAJl0,7-Eleven 1467 Taman MasGenuine Square,"17, Jalan Melati, Taman Masgenuine Square",Rawang,3.2360283,101.5418505,3.7,3,,7-Eleven,Drop,5.13
ChIJ3TKmx2JLzDERRpcuIASiHoI,myNEWS (Maru Kafe) 3 TWO Square,"UNIT C-11-1, GROUND FLOOR 3 TWO SQUARE, NO. 2, Jalan 19/1",Petaling Jaya,3.111352,101.631979,1.8,16,03-7622 9543,MyNEWS,Drop,5.1
ChIJ8zh0uGLdzTERx3c9OESPuhc,7-Eleven,"6, Jalan Toman 2, Kemayan Square",Seremban,2.7183165,101.9228764,2.2,9,06-767 4255,7-Eleven,Drop,5.07
ChIJM6_VAi7MzTERC39U0h9EJTU,CAFé by 7-Eleven Kiara Semenyih (1891),"No 2 (GF, Jalan Kiara 1, Kawasan Perniagaan Kiara",Semenyih,2.9632788,101.8370289,2.2,9,,7-Eleven,Drop,5.07
ChIJIbiSdwI3zDERZaPCm2XlAT4,myNEWS LRT Ampang,"S1, STREET LEVEL, STESEN STAR LRT AMPANG, 5, Jalan Ampang",Ampang,3.1505907,101.7601652,2.2,9,03-4291 0523,MyNEWS,Drop,5.07
ChIJlQwpcQBVzDERZ_JN3Ua5WMU,CAFé by 7-Eleven Kampung Sungai Udang Selangor (3207),"33, Jalan Yadi, Kampung Teluk Kecil",Klang,3.0393137,101.4134828,2.8,5,,7-Eleven,Drop,5.02
ChIJl7uZd1zJzTER_yf87IGEItw,7 Eleven Malaysia Store 502,"28, Jalan 3/7, Bangi Perdana",Bandar Baru Bangi,2.9474511,101.7807213,1.9,13,03-8925 9763,7-Eleven,Drop,5.01
ChIJxSflKJg0zDERu8GASPb1vFU,7 Eleven,"No. 63 (Gf, Jalan Temenggung 21/9, Seksyen 9 Bandar Mahkota Cheras",Cheras,3.0541365,101.7886413,2.4,7,03-9075 4841,7-Eleven,Drop,4.99
ChIJMQEinDxIzDERQQDBDZzZa0Y,myNEWS LRT PWTC,"LOT NO. K1, STESEN LRT PWTC, S15, Jalan Putra, Chow Kit",Kuala Lumpur,3.1666431,101.6935757,2.4,7,016-337 1726,MyNEWS,Drop,4.99
ChIJ39GkSQBJzDERtUtFK_BEwCU,7-Eleven UMMC PPUM,Kuala Lumpur,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",3.1133161,101.652213,4.5,2,,7-Eleven,Drop,4.94
ChIJsx4hZEb1zDERkCcmgscjGfI,myNEWS (Maru Kafe) KPJ Kuala Selangor,"Ground Floor, KPJ Kuala Selangor, Pasir Penambang",Kuala Selangor,3.3438451,101.2575544,4.5,2,,MyNEWS,Drop,4.94
ChIJlxwe1T7EzTEREHb-fiQc2PM,7-Eleven,"20561, Jalan TS 2/1f, Taman Semarak",Nilai,2.8219119,101.817161,1.8,14,06-799 0786,7-Eleven,Drop,4.87
ChIJnZ_ASnS1zTERIC2BFJFvKlQ,Giant Mini • Caltex Taman Universiti Indah,"Caltex Taman Universiti Indah, Taman Universiti Indah",Seri Kembangan,3.0048952,101.6909004,2.5,6,03-7723 9393,Fuel only,Drop,4.86
ChIJmTXYst1TzDERsU8u-RsvtMI,myNEWS (Maru Kafe) Setia City Mall (LG Floor),"LOT LG64, SETIA CITY MALL. 7, PERSIARAN SETIA DAGANG, BANDAR SETIA ALAM, SEKSYEN, U13 Shah Alam",KLANG,3.1094685,101.4602178,2.5,6,1-800-88-1231,MyNEWS,Drop,4.86
ChIJvxeYNyy_zTEREzGlxU_Qjg0,"myNEWS (Maru Kafe) KLIA Terminal 2, Gate Q","S7-1A-A13 & S7-1A-A14 International Departure Level, Airside), KLIA 2",Sepang,2.7377626,101.685929,3.0,4,,MyNEWS,Drop,4.83
ChIJXeGln6DPzTERpl87IrPHao4,7-ELEVEN 3031,"21, Jalan TTS 2/4b, Taman Tasik Semenyih",Semenyih,2.94493,101.86627,3.0,4,,7-Eleven,Drop,4.83
ChIJadXIs9pNzDERIEbZ2nSQcUs,7-Eleven Taman TTDI Jaya,"16, Jalan Opera J U2/J, Taman TTDI Jaya",Shah Alam,3.1040874,101.5578394,3.0,4,03-7845 3148,7-Eleven,Drop,4.83
ChIJz_nvNgBLzDERIE3nSS3rrFA,7-Eleven,"A-1-23, Razak City Residences, Jalan Razak Mansion, Salak Selatan",Kuala Lumpur,3.1080676,101.7054129,3.0,4,,7-Eleven,Drop,4.83
ChIJb46vvuRJzDERH5SYfRbV5Xs,myNEWS (Maru Kafe) Jalan Solaris 3,"No. 7, Jalan Solaris 3, Solaris Mont Kiara",Kuala Lumpur,3.175085999999999,101.6595655,3.0,4,03-6206 3174,MyNEWS,Drop,4.83
ChIJ0wCxkxw3zDER0hSDpOWyfl0,CAFé by 7-Eleven Lorong Mamanda Selangor (2715),"31c, Jalan Memanda 7, Taman Bukit Jaya",Ampang,3.1589408,101.7502001,3.0,4,,7-Eleven,Drop,4.83
ChIJqWLWKAA5zDERGzQO4piJB9c,7 eleven,"Utama, 69-1, Jalan Melati Utama 4, Taman Melati, Wilayah Persekutuan",Kuala Lumpur,3.2220782,101.7289041,3.0,4,,7-Eleven,Drop,4.83
ChIJA8GpCuhTzDERjrnUw9oZ_bk,7-Eleven,"Level 1, Top Glove Tower, Persiaran Setia Dagang, Alam Nusantara",Shah Alam,3.1078475,101.45906,2.3,7,,7-Eleven,Drop,4.78
ChIJN4H23UEFzDERq8FFbb5JFBk,"7-eleven Jalan Ah Peng, Bentong","1, Jalan Ah Peng",Bentong,3.525514,101.906329,2.3,7,09-222 8699,7-Eleven,Drop,4.78
ChIJ7bs4kQfnzTERKk-EZWFhOxo,CAFé by 7-Eleven Pusat Dagangan Seremban 2 (2013),"No. 22 (GF), Jalan S2 B15, Pusat Dagangan Seremban, 2, Seremban 2",Seremban,2.6943349,101.9056389,2.6,5,,7-Eleven,Drop,4.66
ChIJCb1kSk7JzTERs3ZvHavTC0k,7 Eleven Bandar Bukit Mahkota,"2, Persiaran Mahkota 1, Bandar Bukit Mahkota",Kajang,2.88745,101.7961167,2.6,5,,7-Eleven,Drop,4.66
ChIJ1xxKOzLJzTERVbjXBQgwPfE,myNEWS Plaza Bangi Perdana (G Floor),"LOT G-09, PLAZA BANGI PERDANA, JALAN GERBANG WAWASAN 1, BANDAR BARU BANGI",Bangi,2.9319748,101.7646832,2.6,5,016-334 9847,MyNEWS,Drop,4.66
ChIJV085eJ2szTER03Pvd8Yc1W0,7-Eleven,"66, Lorong Batu Nilam 1b, Bandar Bukit Tinggi 1",Pelabuhan Klang,3.008663099999999,101.4396695,2.6,5,03-3323 8340,7-Eleven,Drop,4.66
ChIJGZSB2iezzTERxjlRddExs0U,7-Eleven Puchong Permai,"Persiaran Puchong Permai, Taman Puchong Permai",Puchong,3.008305,101.5988578,2.6,5,,7-Eleven,Drop,4.66
ChIJ50RxOKLMzTER7mrTtu2pXmA,7-Eleven 1811 Puncak Saujana Kajang,Jalan Puncak Saujana 1/1A,Kajang,3.0144243,101.8050584,2.6,5,,7-Eleven,Drop,4.66
ChIJ--QeOgVIzDERmDmtb_GOPV0,7-Eleven 1456 Bandar Baru Sentul,"43-0, Jalan 3/48a, Bandar Baru Sentul",Kuala Lumpur,3.1813526,101.6971434,2.6,5,03-4041 1192,7-Eleven,Drop,4.66
ChIJezOutcDnzTERp-B8jTvWbxw,CAFé by 7-Eleven Uptown Avenue S2 (1868),"222, Jalan S2 B10, Seremban 2",Seremban,2.6941522,101.9107167,2.1,8,,7-Eleven,Drop,4.61
ChIJsWZdssY1zDEREbWkm-0ISsg,7-Eleven • Majestic Maxim • Store 2999,"No. LG-08, LG Floor, Residensi Majestic Maxim, 45, Jalan 9, Taman Bukit Cheras",Kuala Lumpur,3.0766175,101.7423905,2.1,8,,7-Eleven,Drop,4.61
ChIJyfmyCvxLzDER1UfK4ZPXhMo,7-Eleven,"21, Jalan 21/17, Sea Park",Petaling Jaya,3.1095492,101.6223087,2.1,8,03-7874 4669,7-Eleven,Drop,4.61
ChIJ0Yi3Wp5FzDERHAEcoMmOF_M,7-Eleven 1626 Jalan Nautika,"No 23, Pusat Komersial TSB, Sek U20, Sg Buloh, Jalan Nautika A U20/A, Pusat Komersial Tsb",Shah Alam,3.2087426,101.5725021,2.1,8,,7-Eleven,Drop,4.61
