store_id,place_id,store_name,banner,format,reckitt_target,exclusion_reason,address,city,region,lat,lng,category,rating,review_count,phone,opening_hours,website,google_types,vicinity,price_level,business_status,annual_sales_usd,lines_per_store,covered,source,poi_count,actual_location,matches_selected_region,geographic_note
ChIJTdzkNxu-AjERxK9WTPQLDO8,ChIJTdzkNxu-AjERxK9WTPQLDO8,Erawadee No.1,Independent (no name keyword),Pharmacy (independent),TARGET,,"159/151, Thanon Pattaya Nuea, Muang Pattaya",Amphoe Bang Lamung,Chon Buri,12.9516267,100.9024431,pharmacy,3.8,145,092 716 1154,Monday: 8:30 AM – 5:00 PM | Tuesday: 8:30 AM – 5:00 PM | Wednesday: 8:30 AM – 5:00 PM | Thursday: 8:30 AM – 5:00 PM | Friday: 8:30 AM – 5:00 PM | Saturday: 8:30 AM – 5:00 PM | Sunday: 8:30 AM – 5:00 PM,https://erawadee.com/,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","159/151, Thanon Pattaya Nuea, Muang Pattaya, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJE_Srr_eVAjERIHFBQIMppe8,ChIJE_Srr_eVAjERIHFBQIMppe8,Dpharmacy Pattaya,Independent,Pharmacy (independent),TARGET,,"389, 5",Amphoe Bang Lamung,Chon Buri,12.941928,100.903973,pharmacy,4.4,38,095 167 1806,Monday: 8:00 AM – 8:00 PM | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 8:00 PM | Saturday: 8:00 AM – 8:00 PM | Sunday: 8:00 AM – 8:00 PM,,"['pharmacy', 'drugstore', 'health', 'point_of_interest', 'store', 'establishment']","389, 5, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJw0B6xgy-AjERna6-geC9rt0,ChIJw0B6xgy-AjERna6-geC9rt0,Bear Drug สาขานาเกลือ 14,Independent (no name keyword),Pharmacy (independent),TARGET,,"297 Soi Na Kluea 12, Muang Pattaya",Amphoe Bang Lamung,Chon Buri,12.9663466,100.8978113,pharmacy,4.4,7,,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","297 Soi Na Kluea 12, Muang Pattaya, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJmVHn_sm_AjERY_e4pszaOPk,ChIJmVHn_sm_AjERY_e4pszaOPk,Pharmapoint Pharmacy,Independent,Pharmacy (independent),TARGET,,"เลขที่ 296/80 หมู่ 5 ซอย นาเกลือ12, ถนน นาเกลือ",Amphoe Bang Lamung,Chon Buri,12.9682198,100.8959397,pharmacy,5,11,082 455 6635,Monday: 8:00 AM – 12:00 AM | Tuesday: 8:00 AM – 12:00 AM | Wednesday: 8:00 AM – 12:00 AM | Thursday: 8:00 AM – 12:00 AM | Friday: 8:00 AM – 12:00 AM | Saturday: 8:00 AM – 12:00 AM | Sunday: 8:00 AM – 12:00 AM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","เลขที่ 296/80 หมู่ 5 ซอย นาเกลือ12, ถนน นาเกลือ, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJa2iDKA2-AjERWJVop1BVCTw,ChIJa2iDKA2-AjERWJVop1BVCTw,Ubon,Independent (no name keyword),Pharmacy (independent),TARGET,,"62/6, Moo 5, Pattaya-Na Kluea Road, Tambon Na Kluea, Amphoe Bang Lamung, Chon Buri",20150,Chon Buri,12.9665007,100.8990046,pharmacy,0,0,038 225 215,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","62/6, Moo 5, Pattaya-Na Kluea Road, Tambon Na Kluea, Amphoe Bang Lamung, Chon Buri, 20150",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJz57gEgm-AjEREPAc53W_DSM,ChIJz57gEgm-AjEREPAc53W_DSM,Phum Than Pharmacy,Independent,Pharmacy (independent),TARGET,,93/4 หมู่5 Soi Naklua 21,Amphoe Bang Lamung,Chon Buri,12.9601945,100.894229,pharmacy,5,1,038 427 453,Monday: 10:00 AM – 10:00 PM | Tuesday: 10:00 AM – 10:00 PM | Wednesday: 10:00 AM – 10:00 PM | Thursday: 10:00 AM – 10:00 PM | Friday: 10:00 AM – 10:00 PM | Saturday: 10:00 AM – 10:00 PM | Sunday: 10:00 AM – 10:00 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","93/4 หมู่5 Soi Naklua 21, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJR1dABAm-AjERgLYSHt5Bgds,ChIJR1dABAm-AjERgLYSHt5Bgds,Pharmacy,"Independent (named ""Pharmacy"")",Pharmacy (independent),TARGET,,"Pattaya-Na Kluea Road, Muang Pattaya",Amphoe Bang Lamung,Chon Buri,12.9595857,100.8942588,pharmacy,5,4,038 425 967,Monday: 8:00 AM – 8:00 PM | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 8:00 PM | Saturday: 8:00 AM – 8:00 PM | Sunday: Closed,https://www.facebook.com/panyaDrugStore,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","Pattaya-Na Kluea Road, Muang Pattaya, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJCwpDLg--AjERcp9zCbiuPO4,ChIJCwpDLg--AjERcp9zCbiuPO4,HANNAH'S PHARMACY,Independent,Pharmacy (independent),TARGET,,XV5W+7HF,Bang Lamung District,Chon Buri,12.9581823,100.8964134,pharmacy,3,1,,Monday: 5:00 – 9:00 PM | Tuesday: 5:00 – 9:00 PM | Wednesday: 5:00 – 9:00 PM | Thursday: 5:00 – 9:00 PM | Friday: 5:00 – 9:00 PM | Saturday: 5:00 – 9:00 PM | Sunday: 5:00 – 9:00 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","XV5W+7HF, Bang Lamung District",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJbbJMB-G9AjER-bj3Ce12hlo,ChIJbbJMB-G9AjER-bj3Ce12hlo,I Health Care,Independent (no name keyword),Pharmacy (independent),TARGET,,XV7P+QW9,Bang Lamung District,Chon Buri,12.9644139,100.8873629,pharmacy,3.6,8,064 946 2782,Monday: 10:00 AM – 11:00 PM | Tuesday: 10:00 AM – 11:00 PM | Wednesday: 10:00 AM – 11:00 PM | Thursday: 10:00 AM – 11:00 PM | Friday: 10:00 AM – 11:00 PM | Saturday: 10:00 AM – 11:00 PM | Sunday: 10:00 AM – 11:00 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","XV7P+QW9, Bang Lamung District",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJyfdhbwC9AjER67HQu0MN-Cw,ChIJyfdhbwC9AjER67HQu0MN-Cw,Premium Pharmacy,Independent,Pharmacy (independent),TARGET,,"285, 171 Soi Pho Samphan, Muang Pattaya",Amphoe Bang Lamung,Chon Buri,12.9640527,100.8872507,pharmacy,2.8,13,082 455 6635,Monday: 8:00 AM – 12:00 AM | Tuesday: 8:00 AM – 12:00 AM | Wednesday: 8:00 AM – 12:00 AM | Thursday: 8:00 AM – 12:00 AM | Friday: 8:00 AM – 12:00 AM | Saturday: 8:00 AM – 12:00 AM | Sunday: 8:00 AM – 12:00 AM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","285, 171 Soi Pho Samphan, Muang Pattaya, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJTXeHj4i_AjERYar3OyPXhG0,ChIJTXeHj4i_AjERYar3OyPXhG0,GOODWILL PHARMACY CENTER ร้านขายยากู๊ดวิลเซ็นเตอร์,Independent,Pharmacy (independent),TARGET,,"571, 2",Amphoe Bang Lamung,Chon Buri,12.9576227,100.8923756,pharmacy,4.5,29,090 942 1224,Monday: 7:00 AM – 12:00 AM | Tuesday: 7:00 AM – 12:00 AM | Wednesday: 7:00 AM – 12:00 AM | Thursday: 7:00 AM – 12:00 AM | Friday: 7:00 AM – 12:00 AM | Saturday: 7:00 AM – 12:00 AM | Sunday: 7:00 AM – 12:00 AM,http://facebook.com/goodwillpharmacycenter,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","571, 2, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJ375JOwC9AjERYzYZkVVpv_U,ChIJ375JOwC9AjERYzYZkVVpv_U,3Pharmacy (Le Bali),Independent,Pharmacy (independent),TARGET,,"160/68, 160/69, Pattaya-Na Kluea Road, Muang Pattaya",Amphoe Bang Lamung,Chon Buri,12.9728191,100.8891629,pharmacy,5,5,,Monday: 7:00 AM – 1:00 AM | Tuesday: 7:00 AM – 1:00 AM | Wednesday: 7:00 AM – 1:00 AM | Thursday: 7:00 AM – 1:00 AM | Friday: 7:00 AM – 1:00 AM | Saturday: 7:00 AM – 1:00 AM | Sunday: 7:00 AM – 1:00 AM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","160/68,160/69, Pattaya-Na Kluea Road, Muang Pattaya, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJwSYKfw--AjERk1Yk4yJBdJI,ChIJwSYKfw--AjERk1Yk4yJBdJI,44 Phamarcy,Independent (no name keyword),Pharmacy (independent),TARGET,,เลขที่ 186/32 ถนน โพธิสาร,Amphoe Bang Lamung,Chon Buri,12.9560905,100.8984906,pharmacy,5,3,,Monday: 9:00 AM – 10:00 PM | Tuesday: 9:00 AM – 10:00 PM | Wednesday: 9:00 AM – 10:00 PM | Thursday: 9:00 AM – 10:00 PM | Friday: 9:00 AM – 10:00 PM | Saturday: 9:00 AM – 10:00 PM | Sunday: 9:00 AM – 10:00 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","เลขที่ 186/32 ถนน โพธิสาร, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJb7OicAC9AjEREGC5nXIStKU,ChIJb7OicAC9AjEREGC5nXIStKU,162Pharmacy,Independent,Pharmacy (independent),TARGET,,"157, 527 Soi Na Kluea 16/2, Muang Pattaya",Amphoe Bang Lamung,Chon Buri,12.9589589,100.8879742,pharmacy,3.4,14,083 456 3740,Monday: 9:00 AM – 12:00 AM | Tuesday: 9:00 AM – 12:00 AM | Wednesday: 9:00 AM – 12:00 AM | Thursday: 9:00 AM – 12:00 AM | Friday: 9:00 AM – 12:00 AM | Saturday: 9:00 AM – 12:00 AM | Sunday: 9:00 AM – 12:00 AM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","157, 527 Soi Na Kluea 16/2, Muang Pattaya, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJb65qXAC_AjERquqR1BOfik4,ChIJb65qXAC_AjERquqR1BOfik4,ร้านขายยา TA โพธิสาร,Independent (no name keyword),Pharmacy (independent),TARGET,,"83 ถนน โพธิสาร, Muang Pattaya",Amphoe Bang Lamung,Chon Buri,12.9559346,100.898783,pharmacy,0,0,,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","83 ถนน โพธิสาร, Muang Pattaya, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJ8SwyM3K_AjERqdYZQVrXVNw,ChIJ8SwyM3K_AjERqdYZQVrXVNw,Bear Drug สาขาซอยโพธิสาร,Independent (no name keyword),Pharmacy (independent),TARGET,,186/83 หมู่5,Amphoe Bang Lamung,Chon Buri,12.9558488,100.8988692,pharmacy,4.3,6,063 779 2846,Monday: 10:00 AM – 12:00 AM | Tuesday: 10:00 AM – 12:00 AM | Wednesday: 10:00 AM – 12:00 AM | Thursday: 10:00 AM – 12:00 AM | Friday: 10:00 AM – 12:00 AM | Saturday: 10:00 AM – 12:00 AM | Sunday: 10:00 AM – 12:00 AM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","186/83 หมู่5, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJpThaI7yXAjERFhOuR9b9gz4,ChIJpThaI7yXAjERFhOuR9b9gz4,PULSE Pharmacy Pattaya,Independent,Pharmacy (independent),TARGET,,"201 Naklua 27 Muang Pattaya, Chang Wat",อำเภอบางละมุง,Chon Buri,12.955854,100.89114,pharmacy,5,7,084 236 2259,,https://www.pulse-clinic.com/,"['pharmacy', 'doctor', 'health', 'point_of_interest', 'store', 'establishment']","201 Naklua 27 Muang Pattaya, Chang Wat, อำเภอบางละมุง",0,Temporarily Closed,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJuVNcfEu_AjERfY0UznuYEhk,ChIJuVNcfEu_AjERfY0UznuYEhk,Klang Ya Thipwongsa,Independent (no name keyword),Pharmacy (independent),TARGET,,"Sawangfa Road, Muang Pattaya",Amphoe Bang Lamung,Chon Buri,12.9702026,100.9067131,pharmacy,3,1,,Monday: 7:00 AM – 9:00 PM | Tuesday: 7:00 AM – 9:00 PM | Wednesday: 7:00 AM – 9:00 PM | Thursday: 7:00 AM – 9:00 PM | Friday: 7:00 AM – 9:00 PM | Saturday: 7:00 AM – 9:00 PM | Sunday: 7:00 AM – 9:00 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","Sawangfa Road, Muang Pattaya, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJ2cwbfGy-AjERTXueJCssP0s,ChIJ2cwbfGy-AjERTXueJCssP0s,PHARMACY,"Independent (named ""Pharmacy"")",Pharmacy (independent),TARGET,,"XW94+XPH, Sawangfa Road, Muang Pattaya",Amphoe Bang Lamung,Chon Buri,12.9699357,100.9068449,pharmacy,3,3,,Monday: 8:00 AM – 8:00 PM | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 8:00 PM | Saturday: 8:00 AM – 8:00 PM | Sunday: 8:00 AM – 8:00 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","XW94+XPH, Sawangfa Road, Muang Pattaya, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJhYe6suK9AjERxNFJZSaAMT4,ChIJhYe6suK9AjERxNFJZSaAMT4,Message PHARMACY,Independent,Pharmacy (independent),TARGET,,XV4Q+GQ9,Bang Lamung District,Chon Buri,12.9562844,100.8894938,pharmacy,5,1,,Monday: 10:00 AM – 10:00 PM | Tuesday: 10:00 AM – 10:00 PM | Wednesday: 10:00 AM – 10:00 PM | Thursday: 10:00 AM – 10:00 PM | Friday: 10:00 AM – 10:00 PM | Saturday: 10:00 AM – 10:00 PM | Sunday: 10:00 AM – 10:00 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","XV4Q+GQ9, Bang Lamung District",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJN5UX-ge-AjERB14LX_UT5vY,ChIJN5UX-ge-AjERB14LX_UT5vY,Tops,Independent (no name keyword),Pharmacy (independent),TARGET,,"XV4R+67M, Pattaya-Na Kluea Road, Muang Pattaya",Amphoe Bang Lamung,Chon Buri,12.9555995,100.8906582,pharmacy,4,1,,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","XV4R+67M, Pattaya-Na Kluea Road, Muang Pattaya, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJa3AW9ge-AjERh3U7SK7Sxfw,ChIJa3AW9ge-AjERh3U7SK7Sxfw,Legend Pharmacy,Independent,Pharmacy (independent),TARGET,,Pattaya-Na Kluea Road,Chon Buri,Chon Buri,12.9552148,100.8903582,pharmacy,3.9,8,,Monday: 9:00 AM – 12:00 AM | Tuesday: 9:00 AM – 12:00 AM | Wednesday: 9:00 AM – 12:00 AM | Thursday: 9:00 AM – 12:00 AM | Friday: 9:00 AM – 12:00 AM | Saturday: 9:00 AM – 12:00 AM | Sunday: 9:00 AM – 12:00 AM,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']",Pattaya-Na Kluea Road,0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJiatZjmu-AjERwvgfiw4M9GQ,ChIJiatZjmu-AjERwvgfiw4M9GQ,Parinya Pharmacy,Independent,Pharmacy (independent),TARGET,,"179/106, Moo 5, Tambon Na Kluea, Amphoe Bang Lamung, Chon Buri",20150,Chon Buri,12.970581,100.907793,pharmacy,0,0,038 370 742,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","179/106, Moo 5, Tambon Na Kluea, Amphoe Bang Lamung, Chon Buri, 20150",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJlcpjl6O_AjER4F9ioKIUdNI,ChIJlcpjl6O_AjER4F9ioKIUdNI,Screen Pharmacy,Independent,Pharmacy (independent),TARGET,,468/41 Naklue,อำเภอบางละมุง,Chon Buri,12.969057,100.9083916,pharmacy,0,0,,Monday: 6:00 AM – 8:00 PM | Tuesday: 6:00 AM – 8:00 PM | Wednesday: 6:00 AM – 8:00 PM | Thursday: 6:00 AM – 8:00 PM | Friday: 6:00 AM – 8:00 PM | Saturday: 6:00 AM – 8:00 PM | Sunday: 6:00 AM – 8:00 PM,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","468/41 Naklue, อำเภอบางละมุง",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJ-Q0Jsgq_AjERUfh_t4w9Zo4,ChIJ-Q0Jsgq_AjERUfh_t4w9Zo4,"บ้านยาจิณณ์นิภา (ร้านขายยา , Pharmacy , 药店)",Independent,Pharmacy (independent),TARGET,,"บ้านยาจิณณ์นิภา, 268/21 หมู่ 6 ถนน โพธิสาร",Amphoe Bang Lamung,Chon Buri,12.9542918,100.9015997,pharmacy,5,1,086 960 1612,Monday: 8:00 AM – 9:00 PM | Tuesday: 8:00 AM – 9:00 PM | Wednesday: 8:00 AM – 9:00 PM | Thursday: 8:00 AM – 9:00 PM | Friday: 8:00 AM – 9:00 PM | Saturday: 8:00 AM – 9:00 PM | Sunday: 8:00 AM – 9:00 PM,https://www.facebook.com/Baanya.Jinnipa,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","บ้านยาจิณณ์นิภา, 268/21 หมู่ 6 ถนน โพธิสาร, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJOw1_lmu-AjERrn5q-J-gRKA,ChIJOw1_lmu-AjERrn5q-J-gRKA,Pharmacy Sakha Lotus Pattaya Nua,Independent,Pharmacy (independent),TARGET,,"221/19, Moo 5, Tambon Na Kluea, Amphoe Bang Lamung, Chon Buri",20150,Chon Buri,12.9707616,100.9085028,pharmacy,5,1,038 370 193,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","221/19, Moo 5, Tambon Na Kluea, Amphoe Bang Lamung, Chon Buri, 20150",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJt9KB8ji_AjERrefju3unl7g,ChIJt9KB8ji_AjERrefju3unl7g,Pharmacy,"Independent (named ""Pharmacy"")",Pharmacy (independent),TARGET,,"20150, Pattaya City",Bang Lamung District,Chon Buri,12.9525042,100.8981387,pharmacy,4,2,,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","20150, Pattaya City, Bang Lamung District",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJYRJrJhS-AjERUzW9Cw3Hk_4,ChIJYRJrJhS-AjERUzW9Cw3Hk_4,ร้านขายยา GWสุขุมวิท,Independent (no name keyword),Pharmacy (independent),TARGET,,Thailand,Chon Buri,Chon Buri,12.9613475,100.9092733,pharmacy,0,0,,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']",Thailand,0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJw6nhJwC9AjERRiRwrVuXT-M,ChIJw6nhJwC9AjERRiRwrVuXT-M,Chanya pharma - ร้านยาชัญญาฟาร์มา,Independent,Pharmacy (independent),TARGET,,"159, 20-21 N Pattaya-Na Kluea Road, Muang Pattaya",Amphoe Bang Lamung,Chon Buri,12.953307,100.889443,pharmacy,3.7,3,080 080 8726,Monday: 10:00 AM – 10:30 PM | Tuesday: 10:00 AM – 10:30 PM | Wednesday: 10:00 AM – 10:30 PM | Thursday: 10:00 AM – 10:30 PM | Friday: 10:00 AM – 10:30 PM | Saturday: 10:00 AM – 10:30 PM | Sunday: 10:00 AM – 10:30 PM,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","159, 20-21 N Pattaya-Na Kluea Road, Muang Pattaya, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJEcfGJgC_AjEReNqNTaF09gc,ChIJEcfGJgC_AjEReNqNTaF09gc,ร้านยา 3 Pharmacy สาขานาเกลือ (Le Bali),ร้านยา (Independent),Pharmacy (independent),TARGET,,"150, 15 Sukhumvit Road, Muang Pattaya",Amphoe Bang Lamung,Chon Buri,12.9517271,100.8977659,pharmacy,0,0,,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","150, 15 Sukhumvit Road, Muang Pattaya, Amphoe Bang Lamung",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJjUIHD925AjER3850b4SgJ48,ChIJjUIHD925AjER3850b4SgJ48,Phunsiri Pharmacy,Independent,Pharmacy (independent),TARGET,,Si Racha District,Chon Buri,Chon Buri,13.1165008,100.9148734,pharmacy,4.3,14,038 766 176,Monday: 9:00 AM – 10:00 PM | Tuesday: 9:00 AM – 10:00 PM | Wednesday: 9:00 AM – 10:00 PM | Thursday: 9:00 AM – 10:00 PM | Friday: 9:00 AM – 10:00 PM | Saturday: 9:00 AM – 10:00 PM | Sunday: 9:00 AM – 10:00 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",Si Racha District,0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJXdVkhsC5AjERZO3dN8GYL9k,ChIJXdVkhsC5AjERZO3dN8GYL9k,ร้าน อ่าวอุดมฟาร์มาซี (Ao Udom Pharmacy),Independent,Pharmacy (independent),TARGET,,"175, 1 Sukhumvit Road, Tambon Thung Suk La",Amphoe Si Racha,Chon Buri,13.1152673,100.9160368,pharmacy,5,4,038 351 400,Monday: 7:00 AM – 7:00 PM | Tuesday: 7:00 AM – 7:00 PM | Wednesday: 7:00 AM – 7:00 PM | Thursday: 7:00 AM – 7:00 PM | Friday: 7:00 AM – 7:00 PM | Saturday: 7:00 AM – 7:00 PM | Sunday: 7:00 AM – 7:00 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","175, 1 Sukhumvit Road, Tambon Thung Suk La, Amphoe Si Racha",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJfdyi0dy5AjEREdNh1O67pPc,ChIJfdyi0dy5AjEREdNh1O67pPc,The one ฟาร์มาซี,Independent,Pharmacy (independent),TARGET,,Si Racha District,Chon Buri,Chon Buri,13.1148324,100.9158829,pharmacy,4,2,,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",Si Racha District,0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJtwuwLgvIAjERV8z3yo_7pXs,ChIJtwuwLgvIAjERV8z3yo_7pXs,Pharmacy หนึ่งมิตรโอสถ,Independent,Pharmacy (independent),TARGET,,"492, 25 หมู่ 10, Tambon Nong Kham",Amphoe Si Racha,Chon Buri,13.124524,101.0027338,pharmacy,3.9,25,096 797 0432,Monday: 10:00 AM – 9:00 PM | Tuesday: 10:00 AM – 9:00 PM | Wednesday: 10:00 AM – 9:00 PM | Thursday: 10:00 AM – 9:00 PM | Friday: 10:00 AM – 9:00 PM | Saturday: 10:00 AM – 9:00 PM | Sunday: 10:00 AM – 9:00 PM,https://lin.ee/FsJ2cn7,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","492, 25 หมู่ 10, Tambon Nong Kham, Amphoe Si Racha",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJKResDQDJAjERNPMI6hsuhIM,ChIJKResDQDJAjERNPMI6hsuhIM,"บิ๊กยา - Bigya สวนเสือศรีราชา (Pharmacy, ร้านขายยาใกล้ฉัน)",Independent,Pharmacy (independent),TARGET,,517/44 หมู่ที่3,Amphoe Si Racha,Chon Buri,13.1486911,101.0039418,pharmacy,5,83,092 246 9002,Monday: 8:00 AM – 9:00 PM | Tuesday: 8:00 AM – 9:00 PM | Wednesday: 8:00 AM – 9:00 PM | Thursday: 8:00 AM – 9:00 PM | Friday: 8:00 AM – 9:00 PM | Saturday: 8:00 AM – 9:00 PM | Sunday: 8:00 AM – 9:00 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","517/44 หมู่ที่3, Amphoe Si Racha",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJM3oD7FfJAjERaJGVI3yIaXs,ChIJM3oD7FfJAjERaJGVI3yIaXs,ร้านยา ฟาล์ซีมี (Pharm See Me),ร้านยา (Independent),Pharmacy (independent),TARGET,,"โครงการ เดอะริช เพอร์เฟ็ค, 188/79",Amphoe Si Racha,Chon Buri,13.1439892,101.0204954,pharmacy,4.9,83,096 391 9598,Monday: 8:00 AM – 9:00 PM | Tuesday: 8:00 AM – 9:00 PM | Wednesday: 8:00 AM – 9:00 PM | Thursday: 8:00 AM – 9:00 PM | Friday: 8:00 AM – 9:00 PM | Saturday: 8:00 AM – 9:00 PM | Sunday: 8:00 AM – 9:00 PM,http://www.pharmseeme.me/,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","โครงการ เดอะริช เพอร์เฟ็ค, 188/79, Amphoe Si Racha",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJ21myoA_JAjERN5oukRTzxdA,ChIJ21myoA_JAjERN5oukRTzxdA,ร้านยาใกล้บ้าน (Drug Store),ร้านยา (Independent),Pharmacy (independent),TARGET,,"159, หน้าหมู่บ้านบูรพาแลนด์ หนองค้อ, 8 หมู่ 9",Amphoe Si Racha,Chon Buri,13.1347226,101.0294621,pharmacy,5,5,082 281 2992,Monday: 3:00 – 8:30 PM | Tuesday: 3:00 – 8:30 PM | Wednesday: 3:00 – 8:30 PM | Thursday: 3:00 – 8:30 PM | Friday: 3:00 – 8:30 PM | Saturday: 3:00 – 8:30 PM | Sunday: Closed,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","159, หน้าหมู่บ้านบูรพาแลนด์ หนองค้อ, 8 หมู่ 9, Amphoe Si Racha",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
ChIJuxQBtt3HAjERcLuFD9v3DnU,ChIJuxQBtt3HAjERcLuFD9v3DnU,รวมยา ปิ่นทอง (RUAMYA PINTHONG PHARMACY),Independent,Pharmacy (independent),TARGET,,144/11 ม.4,Amphoe Si Racha,Chon Buri,13.1151946,101.0524092,pharmacy,0,0,086 491 5265,Monday: 7:00 AM – 9:00 PM | Tuesday: 7:00 AM – 9:00 PM | Wednesday: 7:00 AM – 9:00 PM | Thursday: 7:00 AM – 9:00 PM | Friday: 7:00 AM – 9:00 PM | Saturday: 7:00 AM – 9:00 PM | Sunday: 7:00 AM – 9:00 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","144/11 ม.4, Amphoe Si Racha",0,Active,0,0,FALSE,scraped,0,Chon Buri,YES,
