store_id,store_name,address,city,lat,lng,rating,review_count,phone,user_category,reckitt_type,reckitt_tier,reckitt_score
ChIJbeJ07matzTERZGR0APKtqaw,99 Speedmart 1917 Taman Sri Sentosa Jaya 1,"No : 1 (Ground Floor), Lorong Bendahara 9/ks 7, Taman Sejati",Klang,3.0113805,101.4684334,4.3,10,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,10.31
ChIJ_ddzsu1NzDERs2MuHQA59qE,99 Speedmart 1800 Suria Jelutong,"No: 59 (Ground Floor), Jalan Bazar P U8/P, Bukit Jelutong, Seksyen, U 8",Shah Alam,3.0972352,101.5387344,4.3,10,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,10.31
ChIJI29B55A3zDERlt9kBJ92b3U,Ugo Mart Taman Keramat,"Ground Floor, 16, Jalan AU 1a/4c, Taman Keramat Permai",Kuala Lumpur,3.176934,101.7385711,3.5,18,03-4266 8938,Convenience,Conv - Indie mart,Tier 1,10.31
ChIJsyfwWU9FzDERlr_0oNcUH-A,99 Speedmart 2641 The Zizz,"No: P1-1-02 & P1-1-03, The Zizz No 2, Jalan PJU 10/1A, Jalan PJU 10/1, Damansara Damai",Petaling Jaya,3.1981946,101.5960793,4.3,10,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,10.31
ChIJsdKiiiThzTERaY3Qx8giLE4,CAFé by 7-Eleven Taman Tunku Jaafar Seremban (245),"47, Jalan Ttj S/A, Taman Tuanku Jaafar",Seremban,2.6705268,101.9966542,3.2,24,06-578 2163,Hyper,Hyper - Other regional chain,Tier 1,10.3
ChIJxVKGPp1FzDERVkZmhcXkSt4,99 Speedmart 1137 Bukit Rahman Putra,"No: 7 & 9, Jalan BRP 6/12, Bukit Rahman Putra",Shah Alam,3.2273102,101.5573958,3.2,24,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,10.3
ChIJy3wU1DVOzDERIM3WhHrBV08,EzBiscuit Enterprise,"20-G, Jalan Dinar F U3/F, Taman Subang Perdana",Shah Alam,3.148621,101.544955,3.8,14,012-645 7517,Super/Groceries,Super - Indie retail,Tier 1,10.29
ChIJIz-_C9E3zDERf4KxQRB2c-0,DD Fresh Meat Retail Shops Sdn Bhd (PANDAN PERDANA)天定猪肉便利店 Omega3 pork,"11G, Jalan Perdana 4/3, Pandan Perdana",Wilayah Persekutuan,3.1202506,101.7426418,3.9,13,012-651 0268,Super/Groceries,Super - Indie retail,Tier 1,10.29
ChIJKehknGKjzTER2F_YO0HJdxM,Jazco Speedmart,"No. 53 & 55, Jalan Baiduri, Taman Baiduri",Banting,2.8004667,101.4926337,3.8,14,03-3187 2324,Convenience,Conv - Indie mart,Tier 1,10.29
ChIJMzK7rHOyzTERTyuHG_vTnio,99 Speedmart 1448 Kemuning Taipan,"No: 37 & 39, Jalan Sungai Keranji Q 32/Q, Seksyen 32",Shah Alam,2.979254,101.5324554,3.9,13,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,10.29
ChIJtQPw1tDLzTEROV_0CuL-23Q,99 Speedmart 1183 Taman Taming Jaya,"No:1, Medan Taming Sari 1, Taman Taming Jaya",Balakong,3.0245953,101.74163,3.8,14,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,10.29
ChIJoWYoOJdXzDER1jgYNSjfJOU,99 Speedmart 1036 Pekan Kapar,"86 & 88, Jalan Mokhtar 1, Jalan Kapar",Klang,3.1372914,101.372336,3.9,13,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,10.29
ChIJF6GOoJeszTERyqTeSqB4cIY,Pasar Mini Sin Lian Huat,"11, Jalan Sri Sarawak 21, Taman Sri Andalas",Klang,3.0139843,101.4470988,4.0,12,03-3323 0223,Super/Groceries,Super - Independent local,Tier 1,10.26
ChIJQfzVtq40zDERU__BYbVLmlU,SYS Vegetarian Food Mart,"A-G-6, Block A, Glen Court, Persiaran Sungai Long, Bandar Sungai Long",Kajang,3.0383037,101.7918159,3.7,15,03-9019 6200,Super/Groceries,Super - Indie retail,Tier 1,10.26
ChIJv9ItJ8fdzTERikXqxSznORU,99 Speedmart 1706 (NS) Taman Sikamat Jaya,"Ground Floor, No: 513, Tmn, Jalan Sikamat Jaya 1",Seremban,2.7429894,101.9602402,3.7,15,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,10.26
ChIJTzmWnMrHzTER6gE6seEsxLs,99 Speedmart 1458 Taman Seroja,"No: 12 & 14 (GF), Jalan Seroja 7, Taman Seroja, 5, Jalan Seroja 2, Bandar Baru Salak Tinggi",Sepang,2.828431,101.730286,3.7,15,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,10.26
ChIJP_kX3N7FzTER3XzWBBCSnx4,99 Speedmart 1889 (NS) Suria Nilai 3,"No: 1 (Ground Floor, Jalan Suria 1, Suria Nilai 3",Nilai,2.8519538,101.8013218,3.7,15,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,10.26
ChIJlYPCeeqqzTERnr2qnFYm69o,99 Speedmart 1066 Sultan Suleiman 1,"Pusat Perdagangan, No. 107 (G) Lintang Sultan Mohamad 1B, Bandar Sultan Suleiman",Pelabuhan Klang,3.019552,101.370247,4.0,12,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,10.26
ChIJsyqenETpzTERuMfxPdOFo3w,99 Speedmart 2712 (NS) Rasah Kemayan,"Ground Floor, No: 13 & 14, 5, Jalan Rk 5, Rasah Kemayan",Seremban,2.6921357,101.8756778,3.6,16,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,10.2
ChIJo2hH9OdPzDERXmDXBQx2M9w,99 Speedmart 1096 NZX Ara Jaya,"No. A-G-3A, A-G-5 & A-1-3A, Block A, Ground & First Floor, Jalan PJU 1A/41B, Pusat Dagangan NZX",Petaling Jaya,3.1144812,101.5907398,3.3,21,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,10.2
ChIJUW4BZmxKzDERJklXRfSJjew,KK Super Mart Kuchai Lama (KC),"No. 4, Jalan 3/116B, Off, Jalan Kuchai Lama, Kuchai Entrepreneur's Park",Kuala Lumpur,3.0895149,101.6901062,3.0,29,016-218 3308,Convenience,Conv - KK Mart,Tier 1,10.2
ChIJRap_WeZHzDERBpVNUEBHhTE,99 Speedmart 1460 Fortune Avenue,"D-G-18, Fortune Avenue, Block D, Jalan Metro Perdana 3, Off, Jalan Kepong, Taman Usahawan",Kepong,3.2162181,101.64364,3.6,16,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,10.2
ChIJ87kNsnCjzTEReLBEaOD8I1s,Kedai Santan Kanchong Darat,"Lot 522, Jalan Sultan Alam Shah, Kanchong Darat",Banting,2.7901032,101.4852274,4.9,7,011-7072 7321,Hyper,Hyper - Other regional chain,Tier 1,10.19
ChIJuwF3DourzTERGZEgHzch2nw,99 Speedmart 1518 Kampung Perdamar,"No: 202 & 204(G), Jalan Haji Zainal Abidin Kg Perdamar",Pelabuhan Klang,2.9791358,101.4303754,4.1,11,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,10.19
ChIJ3Y0Veqi3zTERWVFoKMRUgM8,"ECO FRESH MART 7th Floor, Apex Tower, Cyber Square","Jalan Teknokrat 6, Cyber 5",Cyberjaya,2.9189542,101.657105,4.9,7,019-258 9911,Convenience,Conv - Indie mart,Tier 1,10.19
ChIJSdf0Vw2tzTERhw3bAq4ZSmc,99 Speedmart 3165 Taman Maznah,"No: 391 & 392 (Ground Floor, Jalan Songket, Taman Maznah",Klang,3.02543,101.4748169,4.9,7,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,10.19
ChIJaykZz1u1zTERSwIoUrChXR4,Kedai Ubat Weng Soon Hong,"No. 5-1, Pusat Perdagangan Seri Kembangan, Jalan 4/1, Sek. 4, Taman Bukit Serdang",Seri Kembangan,3.02197,101.6989629,4.9,7,03-8941 1770,Convenience,Conv - Generic kedai,Tier 1,10.19
ChIJr9we9MFJzDERWEon5Jl-Rts,Dine Mart,"7G, jalan Thambypillai",BeickfieldsKuala Lumpur,3.12817,101.6858498,4.9,7,016-277 5054,Convenience,Conv - Indie mart,Tier 1,10.19
ChIJ3cjjDHaLzDERJqWNG_7qbbU,99 Speedmart 2452 Taman Desa Utama,"No: 5 & 7 (Ground Floor Jalan Besar Kampung Kuantan, Taman Desa Utama",Batang Berjuntai,3.361682,101.3042967,4.9,7,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,10.19
ChIJDYFjomrLzTERc6yYQS8TJNM,99 Speedmart 2987 Taman Sri Serdang,"No : 22G (Ground Floor, Jalan 18/14, Taman Sri Serdang",Seri Kembangan,3.0039683,101.7114189,3.5,17,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,10.12
ChIJf5ShWXdHzDERiph5rOnFHVg,99 Speedmart 1364 Prima Samudera,"NO: 2 & 3 (GF), PRIMA SAMUDERA JALAN 11, Lorong Samudera Utara",Batu Caves,3.2333376,101.6951924,4.6,8,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,10.11
ChIJV5b8q8_NzTERH-1rCn1ADHY,Perusahaan As-Nura,"No. 2, Kedai P.L.B, Batu 21, Jalan Sungai Lalang, Kampung Sungai Machang",Semenyih,2.9593204,101.8481627,4.2,10,03-8727 1761,Hyper,Hyper - Other regional chain,Tier 1,10.07
ChIJrYBF7GqtzTER3Rwy5oM5H2E,99 Speedmart 1261 Taman Sri Sentosa,"16 & 18 (Ground Floor, No:, Jalan Dato Dagang 31, Taman Sentosa",Klang,2.9965542,101.4744531,4.2,10,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,10.07
ChIJ1XU_C1znzTER7PJKiY0RUsw,UPTOWN MART,"No. 257, Ground Floor, Jalan S2 B12, Uptown Avenue Seremban 2",Seremban,2.6946773,101.9109768,2.5,55,016-658 2836,Convenience,Conv - Indie mart,Tier 1,10.06
ChIJKQoYI4pPzDERWe2RXbB_Y6Y,99 Speedmart 1205 Dataran Ara Damansara,"A-G-7 & A-G-9, Block A, No:, 8, Jalan PJU 1a/20a, Dataran Ara Damansara",Petaling Jaya,3.1197302,101.5800569,3.3,20,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,10.05
ChIJ-y0_2FQ2zDERiTVtjXOhC5w,Pasar Mini AMS,"No. 6, Jalan Hilir 2, Taman Sri Angsana Hilir",Kuala Lumpur,3.1486788,101.7438466,3.8,13,03-9281 6995,Super/Groceries,Super - Independent local,Tier 1,10.03
ChIJx-GAOVFHzDER5JnNy0GTAQ0,"KK SUPER MART Batu Caves, Taman Koperasi Polis (BCK)","No:28, Jalan 59/10, Taman Koperasi Polis Fasa Ii",Batu Caves,3.2201721,101.6911787,3.8,13,010-230 8507,Convenience,Conv - KK Mart,Tier 1,10.03
ChIJ7Xx7Ce81zDERlNfEAtxL7qo,99 Speedmart 1276 Alam Damai 1,"No: 5 & 7, Jalan Damai Niaga, Alam Damai",Kuala Lumpur,3.0737959,101.7377041,3.7,14,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,10.02
ChIJ1TLxlCjNzTERTK8pw4XcYfE,99 Speedmart 2172 Vista Valley,"Ground Floor, No: 49, Jalan Vista Valley 3, Vista Valley",Semenyih,2.9576707,101.8400922,3.9,12,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,10.0
ChIJv1golDmzzTER41uvbQBfIzI,99 Speedmart 2235 Puchong Perdana,"Ground Floor, No: 32 & 34, Jalan Kekwa 2, Taman Puchong Perdana",Puchong,3.0064063,101.6055845,3.0,27,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,10.0
ChIJOYwud1lbzDERVR8j_IhgtoQ,99 Speedmart 3587 Taman Mutiara Kundang,"No: 2 & 3 (Ground Floor, Jalan Mutiara Kundang 2, Taman Mutiara Kundang",Rawang,3.2569316,101.5204632,3.9,12,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,10.0
ChIJo0e7PBlHzDERCdYh64gzjlw,"KK SUPER MART Kepong, Jalan Ambong Kiri (KAK)","No:3, Jalan Ambong Kiri 2, Kepong Baru",Kuala Lumpur,3.210506,101.6474437,3.9,12,010-230 8605,Convenience,Conv - KK Mart,Tier 1,10.0
ChIJm_5DnHSzzTERYcvPzbqBET8,99 Speedmart 1053 puchong Prima,"5, E01-09 & E01-10, 3, Jalan Puchong Prima 17, Taman Puchong Prima",Puchong,2.9999728,101.5949853,3.6,15,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,9.98
ChIJob6ZiT3NzTERFa6w25kDmic,"Econsave Taman Indah, Sungai Jelok - Pasar Ekonomi Mart","10, Jalan Indah 2, Jalan Sungai Jelok, Taman Indah",Kajang,2.9972983,101.8069547,3.6,15,,Convenience,Conv - Indie mart,Tier 1,9.98
ChIJYbaHonVLzDERYRfwlkvEti0,BilaBila Mart - Asia Pacific University (APU),"Level 3, Block J1, Asia Pacific University, Technology Park Malaysia, Bukit Jalil",Kuala Lumpur,3.0555323,101.7002771,3.6,15,,Convenience,Conv - BilaBila Mart,Tier 1,9.98
ChIJz073uU7mzTERK-egS0mNrxw,Pasar Mini PSA Maju,"No.81, Jalan Mambau Jaya 5, Taman Mambau Jaya",Seremban,2.6737905,101.917975,4.0,11,019-739 2006,Super/Groceries,Super - Independent local,Tier 1,9.94
ChIJCzdD4viszTERRmJK5k-8YQI,Kedai Runcit KS,"3B, Jalan Dato Dagang 24, Taman Desa Idaman 2",Klang,2.9990195,101.4717291,4.0,11,016-333 6567,Super/Groceries,Super - Sundry/grocer,Tier 1,9.94
ChIJxx-zjCQHzTER2k2N7xqleNE,Intertech Asia Sdn. Bhd.,"Drybulk Terminal, Westport, Lot 55711, Jalan Tanjong, Selangor",Port Klang,2.9559085,101.3093519,4.0,11,03-3101 1868,Hyper,Hyper - Other regional chain,Tier 1,9.94
ChIJiY2JL0TmzTERP9bEDs3FlEw,99 Speedmart 2009 (NS) Pekan Mambau,"No : 43 & 44 (Ground Floor), Jalan Besar, Pekan Mambau",Seremban,2.6664638,101.9181991,4.0,11,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,9.94
ChIJCf38KzDLzTER2XllQgj_-5c,KK SUPER MART Cheras Jaya (CJY),"Lot 2, Jalan 7, Kawasan MIEL Cheras Jaya",Cheras,3.0251754,101.7642018,4.0,11,016-330 8304,Convenience,Conv - KK Mart,Tier 1,9.94
ChIJAQ0Lusq5zTERUEnuty5GPoY,99 Speedmart 3503 Bandar Serenia,"No: 7-1 & 9-1 (Ground Floor, 1/1, Persiaran Aman Serenia, Bandar Serenia",Sepang,2.8602548,101.7026639,4.3,9,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,9.9
ChIJaT3tqSdPzDER8R7pzCL4lNE,99 Speedmart 1313 Subang Bestari,"No: 43 & 45 (GF, Jalan Nova U5/N, Subang Bestari",Shah Alam,3.1770631,101.5482229,4.3,9,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,9.9
ChIJzUQDT2GrzTERZwQv1izLJlc,Kedai Ubat Dan Pasaraya Seong Onn,"No. 42, 44, Jalan Sentosa, Taman Chi Liung, Pandamaran, Port Klang, 42000 Pelabuhan Klang",Klang,3.0126736,101.4287032,4.5,8,012-926 5495,Super/Groceries,Super - Generic kedai,Tier 1,9.89
ChIJ__0SMoe_zTERmKrURTR-AGY,Eraman Express Mart,Sepang,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.7547682,101.7050928,3.2,21,,Convenience,Conv - Indie mart,Tier 1,9.89
ChIJhWXCmWfdzTERwcPJPTM9hEY,99 Speedmart 1596 (NS) Taman Jasper Jaya,"No: 2 & 3 (Ground Floor), Jalan Jasper Jaya 1, Off, Jalan Labu, Taman Jasper Jaya",Seremban,2.7261711,101.9132719,4.5,8,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,9.89
ChIJIWJqsG-1zTERxVVwAS-nxT0,99 Speedmart 1284 Taman Universiti Indah,"No: 1 & 3, Jalan Indah 2/4, Taman Universiti Indah",Seri Kembangan,3.005741,101.693359,3.2,21,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,9.89
ChIJj6a9UTZNzDER1eM90MggRys,99 Speedmart 2446 USJ 2,"Ground Floor, No: 35 & 37, Jalan USJ 2/2c",Subang Jaya,3.0575137,101.5905869,3.3,19,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,9.89
ChIJUbQp5JhXzDERraZEcBAcCI4,99 Speedmart 1012 Bukit Kapar,"39-41, Jalan Bukit Kapar, Pekan Kapar",Kapar,3.1397291,101.3784667,4.5,8,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,9.89
ChIJUbOEnCtJzDERqDQSiL17eV0,"99 Speedmart 1303 PJ, Sec 17 (1)","No: 614, Jalan 17/10, Seksyen 17, Taman Gembira",Petaling Jaya,3.1221239,101.6353087,3.0,26,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,9.89
ChIJMWzKa-hPzDERxXORvkMDcbo,99 Speedmart 1318 Bandar Pinggiran Subang 2,"No: 2 (GF, Jalan Matahari Ab U5/Ab, Bandar Pinggiran Subang",Shah Alam,3.166012,101.541664,4.5,8,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,9.89
ChIJsyzyq65FzDEROP72Bx31GMM,Pasaraya MK Mart PLT,"D-0-02, BLOCK D, APARMENT LESTARI, Jalan PJU 10/1b, Damansara Damai",Petaling Jaya,3.196365,101.5942116,4.1,10,014-901 5623,Super/Groceries,Super - Indie retail,Tier 1,9.83
ChIJa41IaVPnzTER12CFgan48Ps,KK Super Mart Seremban • Rasah Jaya • SRJ,"Dancom Plus Computer, 11, Jalan RJ 6/9, Taman Rasah Jaya",Seremban,2.6814861,101.9430612,3.4,17,010-230 8624,Convenience,Conv - KK Mart,Tier 1,9.83
ChIJowinJkOtzTERVsPXQNTw7Aw,Everyday Fresh Mart,"88, Lorong Sanggul 1e, Bandar Puteri",Klang,2.9857587,101.4671468,4.1,10,013-335 5776,Convenience,Conv - Indie mart,Tier 1,9.83
ChIJ4UHdSxJHzDERXaO2ls4ezd8,99 Speedmart 1646 Amara Boulevard,"No: 02-G, Residensi Amara, Jalan Raintree Utama",Batu Caves,3.2425277,101.6800239,3.4,17,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,9.83
ChIJBWK-9IROzDERxlAaaDlIzBI,MM Mart,"I-G-6, Jalan PJU 1a/20f, Dataran Ara Damansara",Petaling Jaya,3.1195939,101.5791114,4.7,7,03-7734 5299,Convenience,Conv - Indie mart,Tier 1,9.77
ChIJQTrLV3NHzDERnQuccn3mOdk,Bismi Best Mart,"12, Jalan 4/2, Taman Bandar Baru Selayang Fasa 2b",Batu Caves,3.2672144,101.6734256,4.7,7,,Convenience,Conv - Indie mart,Tier 1,9.77
ChIJEbARm94VzDERqO4lhojPa2A,99 Speedmart 2772 (PH) Taman Gohtong Jaya,"Ground Floor, No: 16A & 17A, Jalan Jati 1, Taman Gohtong Jaya",Genting Highlands,3.3969916,101.769354,4.7,7,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,9.77
ChIJ5Yjaohs1zDER5sDd47AM6Og,99 Speedmart 1404 Taman Len Sen,"No: 78 & 80, Jalan 1, Taman Len Seng",Kuala Lumpur,3.074274,101.7450252,3.7,13,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,9.76
ChIJLYcn7A5LzDERWqjUfcCknZk,Pasaraya & Kedai Ubat Ban On Tong Sdn Bhd,"L1-3, Block C, Jalan TK 1/11e, Taman Kinrara",Puchong,3.0633699,101.6472423,3.8,12,03-8075 7016,Super/Groceries,Super - Indie retail,Tier 1,9.75
ChIJ84l5u0RZzDERSOTg00CsM7o,Imans Best Mart,"20 & 22, Jalan Astana B 13/B, Pusat Niaga Astana",Puncak Alam,3.2440959,101.4256509,3.8,12,010-544 7861,Super/Groceries,Super - Indie retail,Tier 1,9.75
ChIJN7w9EzQ4zDERLcVYulQo__Y,Pasar Mini Permata,"2787, Jalan Changkat Permata, Taman Permata",Kuala Lumpur,3.2073712,101.7503991,3.8,12,03-4107 3487,Super/Groceries,Super - Independent local,Tier 1,9.75
ChIJk2_NohpfzDERmwXS_nRMOtA,Asia Mart Ijok,"80, Jalan Ijok Utama 1, Ijok Batang Berjuntai",Kuala Selangor,3.3136166,101.4105045,3.8,12,,Super/Groceries,Super - Indie retail,Tier 1,9.75
ChIJ13QD_Lo9zDERCbbCybYjCls,RUNCIT BERSATU PERKASA ENTERPRISE,Kampung Janda Baik,Bentong,3.3190623,101.8680615,3.6,14,,Super/Groceries,Super - Indie retail,Tier 1,9.75
ChIJTVYaEAWvzTERt23FuVCc08c,"7-Eleven Taman Jaya Utama, Telok Panglima Garang","40, Jalan Utama 2, Taman Jaya Utama",Telok Panglima Garang,2.9101383,101.4700538,3.6,14,03-3122 0151,Hyper,Hyper - Other regional chain,Tier 1,9.75
ChIJ4U0q1X3OzTERE3MsBtUdKA0,7-Eleven • Bandar Semenyih • Store 562,"17, Jalan Pasar Baru 2, Pekan Semenyih",Semenyih,2.9482827,101.8463504,3.8,12,03-8724 6549,Hyper,Hyper - Other regional chain,Tier 1,9.75
ChIJ65NFdUevzTERKIOYsuBouoo,99 Speedmart 1598 Telok Panglima Garang 2,"Ground Floor, No: 9 & 11, Jalan Dendang 6, Taman Telok",Telok Panglima Garang,2.9027605,101.4679457,3.6,14,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,9.75
ChIJK5b0fK6zzTERHSyNqyy_Ckw,99 Speedmart 1019 Kota Kemuning 1,"No.29, Jalan C, 31/C Kota Kemuning, Seksyen 31",Shah Alam,2.9910163,101.5467997,3.8,12,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,9.75
ChIJJ9B0HFi1zTERSfbqhnNXvLU,Kedai Barang2 Jahitan Jia Mol,"C1, Jalan SK 10/3",Seri Kembangan,3.0223293,101.7050216,3.8,12,018-669 9178,Convenience,Conv - Generic kedai,Tier 1,9.75
ChIJ8aavLqw1zDERNC_kJtxRF7s,99 Speedmart 2115 Kampung Cheras Baru,"Ground floor, No: 14 & 16, Jalan 18, Kampung Cheras Baru",Kuala Lumpur,3.1059283,101.7455283,3.6,14,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,9.75
ChIJPcLqRR05zDERnHf9koQr8D8,99 Speedmart 1191 Taman Melati Utama,"No.11-G & 15-G, Jalan Melati Utama 2, Taman Melati Utama",Kuala Lumpur,3.2222089,101.7288036,3.2,20,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,9.74
ChIJcy6FJ6jpzTERRPIF629_Bfs,PASAR MINI RAMADAN MAJU,"No.2, Jln Nusari Biz 2, Bandar Sri Sendayan",Sendayan,2.6633036,101.8727399,5.0,6,012-292 7867,Super/Groceries,Super - Independent local,Tier 1,9.73
ChIJGXZ8YwDNzTERoogHxOa1qW0,Al Hidayah Mini Mart,"59, Jalan 1, 1, Persiaran Bandar Rinching",Semenyih,2.9284623,101.8510497,5.0,6,010-273 6427,Super/Groceries,Super - Indie retail,Tier 1,9.73
ChIJLUCvYQBPzDERGOuTkjPRgv8,MEI GROCER 美昇超市,Taman Subang Murni,Shah Alam,3.1626467,101.5443238,5.0,6,012-481 8391,Super/Groceries,Super - Sundry/grocer,Tier 1,9.73
ChIJkTMqwshazDERcHHgAqP8EKo,KEDAI MINI ASNAH,"LOT 385 BATU 18, Kampung Merbau Sempak",Shah Alam,3.2165973,101.5150881,5.0,6,,Super/Groceries,Super - Generic kedai,Tier 1,9.73
ChIJTUauLHzOzTERzKAiW92IcvE,Pasar Mini Zaim & Zafir,"Jalan Pasar Baru 2, Pekan Semenyih",Semenyih,2.9481667,101.8464132,5.0,6,,Convenience,Conv - Mini-mart,Tier 1,9.73
ChIJ-yuWNqjLzTERaZbVur5EO74,Goodness Mart Jade Square,"22-1, Jalan Dataran Jade 2, Jade Square",Kajang,2.9935416,101.7596828,5.0,6,011-2328 8233,Convenience,Conv - Indie mart,Tier 1,9.73
ChIJxeVwoWZVzDERRwaqfoXoBDo,Zali Mart,"1, Jalan Kunci Air, Kampung Rantau Panjang",Klang,3.0580215,101.4011483,5.0,6,017-283 7801,Convenience,Conv - Indie mart,Tier 1,9.73
ChIJ8xaXxthDzDERIUqB00nFedA,Blue Forest Grocer,"Setia Eco, No. 6G, 7G & 7-1, Jalan Set 3/1 The Grove, Templer Park",Rawang,3.288397,101.6383518,5.0,6,012-838 0380,Convenience,Conv - Sundry/grocer,Tier 1,9.73
ChIJF6DQIaFzzDERoQ2uybJGKxQ,CAFé by 7-Eleven Kuala Kubu Bharu (486),"16, Jalan Abdul Hamid, Pekan Kuala Kubu Bharu",Kuala Kubu Baru,3.5633319,101.6581829,3.3,18,,Hyper,Hyper - Other regional chain,Tier 1,9.72
ChIJ1dDl0VW1zTER-2Z-u1Qs-zw,99 Speedmart 1343 Puchong Bdr Puteri 2,"No: 31, Jalan Puteri 7/7, Bandar Puteri",Puchong,3.026274,101.6240402,3.5,15,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,9.7
ChIJt0hGDpg0zDERsCfojbFiszE,KK SUPER MART Bandar Mahkota Cheras (BMC),"53, Jalan Temengung 9/9, Seksyen 9, Bandar Mahkota Cheras, Batu 9 1/2, Jalan Cheras",Kajang,3.0510366,101.7880941,2.8,31,016-330 8159,Convenience,Conv - KK Mart,Tier 1,9.7
ChIJOd3P-_JCzDERiZB2InCokDE,99 Speedmart 1488 Taman Garing Permai,"No: 25 & 26 (GF, Jalan GP Utama, Taman Garing Permai",Rawang,3.3284131,101.5612717,3.5,15,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,9.7
ChIJDfHgIcrJzTERo6tsNuWDtHE,Richiamo Mart Bangi,"LOT G-08, PLAZA BANGI PERDANA, Jalan Gerbang Wawasan 1, Seksyen 15",Bandar Baru Bangi,2.9317616,101.7648811,3.9,11,03-8912 2420,Convenience,Conv - Indie mart,Tier 1,9.69
ChIJoahi-xSxzTER92Ec_CfezXw,99 Speedmart 3619 Pusat Perniagaan Maya,No: B-01-03 & B-01-03A (Ground Floor Pusat Perniagaan Maya Jalan Cove Sentral 1 Bandar Gamuda Cove,Banting,2.8933294,101.6112179,4.4,8,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,9.67
ChIJ3zEzydezzTERjetxs44CF64,ALSANIMART,Jalan Haji Abu Bakar,Shah Alam,2.9625244,101.5389121,4.4,8,016-681 6813,Convenience,Conv - Indie mart,Tier 1,9.67
ChIJ1XUUDPHLzTERpeevNcUlwss,"KK SUPER MART Reko, Kajang (RKJ)","4-G, Jalan Reko Sentral 6, Reko Sentral",Kajang,2.9674964,101.7895491,4.2,9,016-330 8472,Convenience,Conv - KK Mart,Tier 1,9.67
ChIJS8qfXDtDzDERIlOKneH70X8,99 Speedmart 1921 Rawang 2,"Ground Floor, No : 97 & 98, Jalan Welman",Rawang,3.3220511,101.5745155,4.2,9,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,9.67
ChIJIQvOwottzDERMa8ACSOW9ok,99 Speedmart 2775 Taman Keruing,"79 & 81 (Ground Floor, No:, Jalan Keruing 2A/2A, Taman Keruing",Rasa,3.4954438,101.6275378,4.2,9,03-3362 6863,Convenience,Conv - 99 Speedmart,Tier 1,9.67
