store_id,place_id,store_name,address,city,region,lat,lng,rating,review_count,price_level,business_status,category,annual_sales_usd,lines_per_store,covered,source,phone,opening_hours,website,poi_count,google_types,vicinity,CHECK,CHECK.1,CHECK.2,Reckitt Tier,Reckitt Tier.1,nname,already_being_covered,match_confidence,match_reason,distance_m,matched_portfolio_id,matched_portfolio_name
ChIJu9iZiCB5zjERbn4yvdsMmbg,ChIJu9iZiCB5zjERbn4yvdsMmbg,Taman Eastern,Taman Ksm,Kuala Klawang,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.9467345,102.074558,0.0,0,0,Active,hypermarket,0,0,False,scraped,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Closed | Sunday: Closed,,0,"['grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']","Taman Ksm, Kuala Klawang",,Hyper,,Hyper - Other regional chain,Tier 1,taman eastern,NO,n/a,"nearest portfolio 1797m, name sim 0.00 — different store",,,
ChIJb2bdQ0TXzTERUJ-vknCIscY,ChIJb2bdQ0TXzTERUJ-vknCIscY,Ganesan store,"159, Taman Ksm",Kuala Klawang,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.9447381,102.0713598,3.7,3,0,Active,hypermarket,0,0,False,scraped,,,,0,"['grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']","159, Taman Ksm, Kuala Klawang",,Hyper,,Hyper - Other regional chain,Tier 1,ganesan store,NO,n/a,"nearest portfolio 560m, name sim 0.25 — different store",,,
ChIJ_xV1XsWqzTERD3T_YHvPuQ4,ChIJ_xV1XsWqzTERD3T_YHvPuQ4,99 Speedmart 1139 Sultan Suleiman 2,"No:10, Lingkiran Sultan Abdul Samad 2",Bandar Sultan Suleiman 42200 Pelabuhan Klang Serlangor,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",3.026805,101.375816,3.8,82,0,Active,hypermarket,0,0,False,scraped,03-3362 6863,Monday: 9:00 AM – 10:00 PM | Tuesday: 9:00 AM – 10:00 PM | Wednesday: 9:00 AM – 10:00 PM | Thursday: 9:00 AM – 10:00 PM | Friday: 9:00 AM – 10:00 PM | Saturday: 9:00 AM – 10:00 PM | Sunday: 9:00 AM – 10:00 PM,http://www.99speedmart.com.my/,0,"['convenience_store', 'store', 'point_of_interest', 'food', 'establishment']","No:10, Lingkiran Sultan Abdul Samad 2, Bandar Sultan Suleiman 42200 Pelabuhan Klang Serlangor",,Hyper,,Hyper - Other regional chain,Tier 1,99 speedmart 1139 sultan suleiman 2,NO,n/a,no portfolio within 2km,,,
ChIJmekrul-rzTER6-Ji1TRTplA,ChIJmekrul-rzTER6-Ji1TRTplA,Bayu Perdana Redemption Centre,"No. 268, Persiaran Pegaga, Taman Bayu Perdana",Klang,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",3.018424,101.432401,2.3,3,0,Active,hypermarket,0,0,False,scraped,03-3324 8752,Monday: 8:30 AM – 8:00 PM | Tuesday: 8:30 AM – 8:00 PM | Wednesday: 8:30 AM – 8:00 PM | Thursday: 8:30 AM – 8:00 PM | Friday: 8:30 AM – 8:00 PM | Saturday: 8:30 AM – 8:00 PM | Sunday: 8:30 AM – 8:00 PM,,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']","No. 268, Persiaran Pegaga, Taman Bayu Perdana, Klang",,Hyper,,Hyper - Other regional chain,Tier 1,bayu perdana redemption centre,NO,n/a,no portfolio within 2km,,,
ChIJU9dYIwDNzTEROUEhKoylmOk,ChIJU9dYIwDNzTEROUEhKoylmOk,Agfa,XVX3+2G,Semenyih,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",2.9975484,101.8537541,0.0,0,0,Active,hypermarket,0,0,False,scraped,,,,0,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']","XVX3+2G, Semenyih",,Hyper,,Hyper - Other regional chain,Tier 1,agfa,NO,n/a,no portfolio within 2km,,,
ChIJfzxBi6v_zDER4V4Q3SxCpZc,ChIJfzxBi6v_zDER4V4Q3SxCpZc,零食店 Snack Shop,Pulau Ketam,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara","Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",3.0402984,101.277906,5.0,1,0,Active,hypermarket,0,0,False,scraped,,Monday: 9:00 AM – 10:00 PM | Tuesday: 9:00 AM – 10:00 PM | Wednesday: 9:00 AM – 10:00 PM | Thursday: 9:00 AM – 10:00 PM | Friday: 9:00 AM – 10:00 PM | Saturday: 9:00 AM – 10:00 PM | Sunday: 9:00 AM – 10:00 PM,,0,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",Pulau Ketam,,Hyper,,Hyper - Other regional chain,Tier 1,snack shop,NO,n/a,no portfolio within 2km,,,
ChIJOZrFWQD_zDERSfdhICffjlE,ChIJOZrFWQD_zDERSfdhICffjlE,Chop Sin Huat 生發號,27QH+F8,Pulau Ketam,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",3.0388963,101.2775775,5.0,2,0,Active,hypermarket,0,0,False,scraped,,,,0,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']","27QH+F8, Pulau Ketam",,Hyper,,Hyper - Other regional chain,Tier 1,chop sin huat,NO,n/a,no portfolio within 2km,,,
ChIJffv4ugZTzDERtQyT_e2esYA,ChIJffv4ugZTzDERtQyT_e2esYA,Shell,"Lebuhraya Baru Lembah Klang, Lebuhraya Baru Lembah",Klang,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",3.070852,101.472557,3.9,87,2,Active,hypermarket,0,0,False,scraped,010-552 4860,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://find.shell.com/my/fuel/10366958-shell-nkve-klang-bound/en_MY,0,"['gas_station', 'convenience_store', 'store', 'point_of_interest', 'food', 'establishment']","Lebuhraya Baru Lembah Klang, Lebuhraya Baru Lembah, Klang",,Hyper,,Hyper - Other regional chain,Tier 1,shell,NO,n/a,no portfolio within 2km,,,
ChIJv-PnLm5NzDEROcwVDWp6dSg,ChIJv-PnLm5NzDEROcwVDWp6dSg,"7-Eleven 1311 Jalan Utas B 15/B, Seksyen 15, Shah Alam","41, Jalan Utas D 15/B, Seksyen 15",Shah Alam,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",3.0644002,101.5392186,3.2,13,0,Active,hypermarket,0,0,False,scraped,03-5511 1461,Monday: 8:00 AM – 10:00 PM | Tuesday: 8:00 AM – 10:00 PM | Wednesday: 8:00 AM – 10:00 PM | Thursday: 8:00 AM – 10:00 PM | Friday: 8:00 AM – 10:00 PM | Saturday: 8:00 AM – 10:00 PM | Sunday: 8:00 AM – 10:00 PM,,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']","41, Jalan Utas D 15/B, Seksyen 15, Shah Alam",,Hyper,,Hyper - Other regional chain,Tier 1,7 eleven 1311 jalan utas b 15 b seksyen 15 shah alam,NO,n/a,no portfolio within 2km,,,
ChIJAct4j2lNzDERgnBBtLKKq_A,ChIJAct4j2lNzDERgnBBtLKKq_A,7-Eleven,"3, Jalan Singa B 20/B, Seksyen 20",Shah Alam,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",3.0566834,101.5414109,3.5,50,0,Active,hypermarket,0,0,False,scraped,03-5549 2476,Monday: 7:00 AM – 11:00 PM | Tuesday: 7:00 AM – 11:00 PM | Wednesday: 7:00 AM – 11:00 PM | Thursday: 7:00 AM – 11:00 PM | Friday: 7:00 AM – 11:00 PM | Saturday: 7:00 AM – 11:00 PM | Sunday: 7:00 AM – 11:00 PM,http://www.7eleven.com.my/,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']","3, Jalan Singa B 20/B, Seksyen 20, Shah Alam",,Hyper,,Hyper - Other regional chain,Tier 1,7 eleven,NO,n/a,no portfolio within 2km,,,
ChIJibMJiA9LzDERSd-Pmb80-KY,ChIJibMJiA9LzDERSd-Pmb80-KY,Shell Taman Kinrara,"Jalan Puchong, Lot 2068, Jalan Puchong Batu 7 1/2",Puchong,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",3.065382,101.649785,3.8,155,2,Active,hypermarket,0,0,False,scraped,03-8076 7682,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://find.shell.com/my/fuel/10364916-shell-taman-kinrara-puchong/en_MY,0,"['gas_station', 'convenience_store', 'cafe', 'store', 'restaurant', 'point_of_interest', 'food', 'establishment']","Jalan Puchong, Lot 2068, Jalan Puchong Batu 7 1/2, Puchong",,Hyper,,Hyper - Other regional chain,Tier 1,shell taman kinrara,NO,n/a,no portfolio within 2km,,,
ChIJ_fzpM55LzDERW_glDuj3UsQ,ChIJ_fzpM55LzDERW_glDuj3UsQ,7-Eleven Store 487 • Taman Medan,"39, Jalan Medan 10, Taman Medan",Petaling Jaya,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",3.074233,101.635336,2.9,9,0,Active,hypermarket,0,0,False,scraped,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,http://www.7eleven.com.my/,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']","39, Jalan Medan 10, Taman Medan, Petaling Jaya",,Hyper,,Hyper - Other regional chain,Tier 1,7 eleven store 487 taman medan,NO,n/a,no portfolio within 2km,,,
ChIJGXv3vegzzDER9qbwmBfqhIc,ChIJGXv3vegzzDER9qbwmBfqhIc,Panas Express Monkey Canopy,"Square Located in Monkeys Canopy, R34, Artisanal, Lot 683, Jalan Sungai Long Hill",Sungai Long,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",3.0516382,101.8495948,0.0,0,0,Active,hypermarket,0,0,False,scraped,010-448 3648,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://panas-group.com/,0,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']","Square Located in Monkeys Canopy, R34, Artisanal, Lot 683, Jalan Sungai Long Hill, Sungai Long",,Hyper,,Hyper - Other regional chain,Tier 1,panas express monkey canopy,NO,n/a,no portfolio within 2km,,,
ChIJeUXGlXBRzDERDma9Oz0Hx4Y,ChIJeUXGlXBRzDERDma9Oz0Hx4Y,PETRON Setia Alam,"2 Jalan Setia Gemilang U13/47, Setia Alam, Seksyen U13",Shah Alam,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",3.12546,101.472099,3.9,114,0,Active,hypermarket,0,0,False,scraped,03-3358 0779,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,http://www.facebook.com/petronsetiaalam,0,"['gas_station', 'bakery', 'convenience_store', 'store', 'point_of_interest', 'food', 'establishment']","2 Jalan Setia Gemilang U13/47, Setia Alam, Seksyen U13, Shah Alam",,Hyper,,Hyper - Other regional chain,Tier 1,petron setia alam,NO,n/a,no portfolio within 2km,,,
ChIJ_0--3KJOzDERhju5aA8dZ44,ChIJ_0--3KJOzDERhju5aA8dZ44,7-Eleven,"B-G, 16, Jalan PJU 1/45, Aman Suria",Petaling Jaya,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",3.122162,101.5952026,2.6,7,0,Temporarily Closed,hypermarket,0,0,False,scraped,03-7804 0745,,http://www.7eleven.com.my/,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']","B-G, 16, Jalan PJU 1/45, Aman Suria, Petaling Jaya",,Hyper,,Hyper - Other regional chain,Tier 1,7 eleven,NO,n/a,no portfolio within 2km,,,
ChIJYzfA9OBLzDER8l0dDta4pr0,ChIJYzfA9OBLzDER8l0dDta4pr0,myNEWS PJ 33 (G Floor),"33, NO, KHOO KAY, UNIT PG-05B, PJ, 3, Jalan Professor Khoo Kay Kim, Seksyen 13",Petaling Jaya,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",3.1104791,101.6370921,3.7,305,0,Active,hypermarket,0,0,False,scraped,03-7931 2433,Monday: 8:00 AM – 10:00 PM | Tuesday: 8:00 AM – 10:00 PM | Wednesday: 8:00 AM – 10:00 PM | Thursday: 8:00 AM – 10:00 PM | Friday: 8:00 AM – 10:00 PM | Saturday: 10:00 AM – 10:00 PM | Sunday: 10:00 AM – 10:00 PM,https://www.mynews.com.my/,0,"['convenience_store', 'store', 'point_of_interest', 'food', 'establishment']","33, NO, KHOO KAY, UNIT PG-05B, PJ, 3, Jalan Professor Khoo Kay Kim, Seksyen 13, Petaling Jaya",,Hyper,,Hyper - Other regional chain,Tier 1,mynews pj 33 g floor,NO,n/a,no portfolio within 2km,,,
ChIJBSEGe_YzzDERYGRH3HBmPHE,ChIJBSEGe_YzzDERYGRH3HBmPHE,Pasaraya CS Hulu Langat,"No. 72A, 86, Jalan Lagenda Suria 3, Jalan",Hulu Langat,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",3.097,101.800664,3.9,860,0,Active,hypermarket,0,0,False,scraped,03-9021 5833,Monday: 8:30 AM – 10:30 PM | Tuesday: 8:30 AM – 10:30 PM | Wednesday: 8:30 AM – 10:30 PM | Thursday: 8:30 AM – 10:30 PM | Friday: 8:30 AM – 10:30 PM | Saturday: 8:30 AM – 10:30 PM | Sunday: 8:30 AM – 10:30 PM,http://www.mycs.com.my/,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']","No. 72A, 86, Jalan Lagenda Suria 3, Jalan, Hulu Langat",,Hyper,,Hyper - Other regional chain,Tier 1,pasaraya cs hulu langat,NO,n/a,no portfolio within 2km,,,
ChIJc8L-sT0xzDERToj1fK_OSmk,ChIJc8L-sT0xzDERToj1fK_OSmk,Pak din runcitan,"Unnamed Road, Kampung Sungai Tekali",Hulu Langat,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",3.1124588,101.8567054,4.4,5,0,Active,hypermarket,0,0,False,scraped,,,,0,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']","Unnamed Road, Kampung Sungai Tekali, Hulu Langat",,Hyper,,Hyper - Other regional chain,Tier 1,pak din runcitan,NO,n/a,no portfolio within 2km,,,
ChIJg-KT7DBXzDEREj7n2_4Aieg,ChIJg-KT7DBXzDEREj7n2_4Aieg,Kedai Warisan Wak Sahid,"Jalan Bahagia, Kampung Bukit Kapar",Kapar,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",3.1676826,101.4240794,4.6,18,0,Active,hypermarket,0,0,False,scraped,03-3392 3039,Monday: 7:00 AM – 10:30 PM | Tuesday: 7:00 AM – 10:30 PM | Wednesday: 7:00 AM – 10:30 PM | Thursday: 7:00 AM – 10:30 PM | Friday: 7:00 AM – 10:30 PM | Saturday: 7:00 AM – 10:30 PM | Sunday: 7:00 AM – 10:30 PM,,0,"['grocery_or_supermarket', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']","Jalan Bahagia, Kampung Bukit Kapar, Kapar",,Hyper,,Hyper - Other regional chain,Tier 1,kedai warisan wak sahid,NO,n/a,no portfolio within 2km,,,
ChIJCz-YS19RzDERbp8-tkvSmDQ,ChIJCz-YS19RzDERbp8-tkvSmDQ,Shell,"Hsd 321776, Lot Pt 40303",Persiaran Mokhtar Dahari,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",3.160902,101.475215,2.6,27,0,Active,hypermarket,0,0,False,scraped,03-3392 1551,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://find.shell.com/my/fuel/12814121-shell-persiaran-mokhtar-dahari/en_MY,0,"['gas_station', 'convenience_store', 'store', 'point_of_interest', 'food', 'establishment']","Hsd 321776, Lot Pt 40303, Persiaran Mokhtar Dahari",,Hyper,,Hyper - Other regional chain,Tier 1,shell,NO,n/a,no portfolio within 2km,,,
ChIJKVZ8hDtPzDERgqb5BE05Y2c,ChIJKVZ8hDtPzDERgqb5BE05Y2c,Koperasi Pekerja Justlife Selangor Berhad Blue Oasis (M) Sdn Bhd,"15, Jalan PJU 3/47, Sunway Damansara",Petaling Jaya,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",3.1649786,101.5992018,4.7,11,0,Active,hypermarket,0,0,False,scraped,03-7804 9626,Monday: 9:00 AM – 6:00 PM | Tuesday: 9:00 AM – 6:00 PM | Wednesday: 9:00 AM – 6:00 PM | Thursday: 9:00 AM – 6:00 PM | Friday: 9:00 AM – 6:00 PM | Saturday: Closed | Sunday: Closed,http://www.justlife.coop/,0,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']","15, Jalan PJU 3/47, Sunway Damansara, Petaling Jaya",,Hyper,,Hyper - Other regional chain,Tier 1,koperasi pekerja justlife selangor berhad blue oasis m,NO,n/a,no portfolio within 2km,,,
ChIJN5IVlO1IzDER-pdCicWshUA,ChIJN5IVlO1IzDER-pdCicWshUA,CAFé by 7-Eleven Kiara Walk Kiara Designer Suite (1101),"B1-C5, @ Kiara Designer Suite, Kiara Walk, 18, Jalan Kiara 3, Bukit Kiara",Kuala Lumpur,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",3.1682698,101.6487122,2.1,22,0,Active,hypermarket,0,0,False,scraped,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://www.7eleven.com.my/cafe/?utm_source=GBP&utm_medium=GBP&utm_campaign=GBP,0,"['convenience_store', 'store', 'point_of_interest', 'food', 'establishment']","B1-C5, @ Kiara Designer Suite, Kiara Walk, 18, Jalan Kiara 3, Bukit Kiara, Kuala Lumpur",,Hyper,,Hyper - Other regional chain,Tier 1,caf by 7 eleven kiara walk kiara designer suite 1101,NO,n/a,no portfolio within 2km,,,
ChIJCUSw3fZIzDERsoJACKZvjqc,ChIJCUSw3fZIzDERsoJACKZvjqc,CAFé by 7-Eleven Plaza Damas (2537),"Unit No E 0-14 & E 0-16 (GF, Plaza Damas, Jalan Sri Hartamas, Taman Sri Hartamas",Kuala Lumpur,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",3.162835,101.6564919,1.5,11,0,Active,hypermarket,0,0,False,scraped,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://www.7eleven.com.my/cafe/?utm_source=GBP&utm_medium=GBP&utm_campaign=GBP,0,"['convenience_store', 'grocery_or_supermarket', 'store', 'point_of_interest', 'food', 'establishment']","Unit No E 0-14 & E 0-16 (GF, Plaza Damas, Jalan Sri Hartamas, Taman Sri Hartamas, Kuala Lumpur",,Hyper,,Hyper - Other regional chain,Tier 1,caf by 7 eleven plaza damas 2537,NO,n/a,no portfolio within 2km,,,
ChIJvbddTRyFzjER-9nXzoy8Fgs,ChIJvbddTRyFzjER-9nXzoy8Fgs,Azlimi harun (Junction mini mart),Simpang Pelangai,Bentong,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",3.1752184,102.1939019,0.0,0,0,Active,hypermarket,0,0,False,scraped,,,,0,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']","Simpang Pelangai, Bentong",,Hyper,,Hyper - Other regional chain,Tier 1,azlimi harun junction mini mart,NO,n/a,no portfolio within 2km,,,
ChIJT1anH0OFzjERxT1uzryFz3A,ChIJT1anH0OFzjERxT1uzryFz3A,JATI PELANGAI ENTERPRISE (FROZEN),Simpang Pelangai,Bentong,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",3.1751749,102.1940253,0.0,0,0,Active,hypermarket,0,0,False,scraped,013-998 3211,Monday: 8:00 AM – 8:00 PM | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 8:00 PM | Saturday: 8:00 AM – 8:00 PM | Sunday: Closed,,0,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']","Simpang Pelangai, Bentong",,Hyper,,Hyper - Other regional chain,Tier 1,jati pelangai frozen,NO,n/a,no portfolio within 2km,,,
ChIJdX3o17b3zDERnvHhd7IivZM,ChIJdX3o17b3zDERnvHhd7IivZM,Shell,"Jalan Kuala Selangor, Lot 16 Section 2, Jalan Kapar, Pekan Jeram",Jeram,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",3.227403,101.31536,3.3,33,2,Active,hypermarket,0,0,False,scraped,03-3264 0610,Monday: 6:00 AM – 12:00 AM | Tuesday: 6:00 AM – 12:00 AM | Wednesday: 6:00 AM – 12:00 AM | Thursday: 6:00 AM – 12:00 AM | Friday: 6:00 AM – 12:00 AM | Saturday: 6:00 AM – 12:00 AM | Sunday: 6:00 AM – 12:00 AM,https://find.shell.com/my/fuel/10208683-shell-jeram-kuala-selangor/en_MY,0,"['gas_station', 'convenience_store', 'food', 'store', 'point_of_interest', 'establishment']","Jalan Kuala Selangor, Lot 16 Section 2, Jalan Kapar, Pekan Jeram, Jeram",,Hyper,,Hyper - Other regional chain,Tier 1,shell,NO,n/a,no portfolio within 2km,,,
ChIJ-5NLCgD3zDERJL59OK85IZM,ChIJ-5NLCgD3zDERJL59OK85IZM,Pasar Awam Jeram,"21, Jalan Simpang Tiga Jeram",Jeram,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",3.2246745,101.3160481,0.0,0,0,Active,hypermarket,0,0,False,scraped,,,,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']","21, Jalan Simpang Tiga Jeram, Jeram",,Hyper,,Hyper - Other regional chain,Tier 1,pasar awam jeram,NO,n/a,no portfolio within 2km,,,
ChIJZ2rCXgL3zDER1ghk0no7Ny0,ChIJZ2rCXgL3zDER1ghk0no7Ny0,Kedai runcit majila,Jeram,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara","Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",3.225394,101.3157071,0.0,0,0,Active,hypermarket,0,0,False,scraped,,,,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']",Jeram,,Hyper,,Hyper - Other regional chain,Tier 1,kedai runcit majila,NO,n/a,no portfolio within 2km,,,
ChIJkweyFAD3zDERhmUkOARVm4I,ChIJkweyFAD3zDERhmUkOARVm4I,Kedai runcit cut hassan Enterprise,"21, Jalan Simpang Tiga Jeram",Jeram,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",3.2254013,101.3156369,0.0,0,0,Active,hypermarket,0,0,False,scraped,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']","21, Jalan Simpang Tiga Jeram, Jeram",,Hyper,,Hyper - Other regional chain,Tier 1,kedai runcit cut hassan,NO,n/a,no portfolio within 2km,,,
ChIJG6SdzN33zDERolUQ4vIuPdE,ChIJG6SdzN33zDERolUQ4vIuPdE,Kedai Runcit Abu Wasim Enterprise,"5, Jalan Pantai Jeram, Pekan",Jeram,"Kuala Lumpur, Petaling Jaya, Shah Alam, Klang, Subang Jaya, Cheras, Ampang, Cyberjaya, Putrajaya, Kajang, 68100 Selayang, Damansara",3.2255427,101.3146098,5.0,1,0,Active,hypermarket,0,0,False,scraped,,Monday: 7:00 AM – 11:00 PM | Tuesday: 7:00 AM – 11:00 PM | Wednesday: 7:00 AM – 11:00 PM | Thursday: 7:00 AM – 11:00 PM | Friday: 7:00 AM – 11:00 PM | Saturday: 7:00 AM – 11:00 PM | Sunday: 7:00 AM – 11:00 PM,,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']","5, Jalan Pantai Jeram, Pekan, Jeram",,Hyper,,Hyper - Other regional chain,Tier 1,kedai runcit abu wasim,NO,n/a,no portfolio within 2km,,,
