store_id,place_id,store_name,address,city,region,lat,lng,rating,review_count,price_level,business_status,category,annual_sales_usd,lines_per_store,covered,source,phone,opening_hours,website,poi_count,google_types,vicinity,
ChIJDYB8DXq3AjERbYiZxD-o5Hk,ChIJDYB8DXq3AjERbYiZxD-o5Hk,วัตสัน เซ็นทรัล ศรีราชา : WATSONS CENTRAL SRIRACHA : Click & Collect,"ชั้น 1 ห้องเลขที่ 127-129 ศูนย์การค้าเซ็นทรัล ศรีราชา 8, ถนน สุขุมวิท, ตำบล ศรีราชา",อำเภอศรีราชา,Chon Buri,13.1791293,100.9312354,4.9,8,0,Active,pharmacy,0,0,FALSE,scraped,063 224 7535,Monday: 10:00 AM – 9:00 PM | Tuesday: 10:00 AM – 9:00 PM | Wednesday: 10:00 AM – 9:00 PM | Thursday: 10:00 AM – 9:00 PM | Friday: 10:00 AM – 9:00 PM | Saturday: 10:00 AM – 9:00 PM | Sunday: 10:00 AM – 9:00 PM,http://www.watsons.co.th/,0,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","ชั้น 1 ห้องเลขที่ 127-129 ศูนย์การค้าเซ็นทรัล ศรีราชา 8, ถนน สุขุมวิท, ตำบล ศรีราชา, อำเภอศรีราชา",
ChIJIZOZKwC3AjEREpgASh1stwg,ChIJIZOZKwC3AjEREpgASh1stwg,P&F Smooth life เซ็นทรัลศรีราชา,"8 ห้องเลขที่ 186 ชั้น 1, เซ็นทรัลศรีราชา, Sukhumvit Road, ต.ศรีราชา",Amphoe Si Racha,Chon Buri,13.1788885,100.9311065,5,103,0,Active,pharmacy,0,0,FALSE,scraped,081 234 9363,Monday: 10:00 AM – 8:30 PM | Tuesday: 10:00 AM – 8:30 PM | Wednesday: 10:00 AM – 8:30 PM | Thursday: 10:00 AM – 8:30 PM | Friday: 10:00 AM – 8:30 PM | Saturday: 10:00 AM – 8:30 PM | Sunday: 10:00 AM – 8:30 PM,,0,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","8 ห้องเลขที่ 186 ชั้น 1, เซ็นทรัลศรีราชา, Sukhumvit Road, ต.ศรีราชา, Amphoe Si Racha",
ChIJTbrK3P62AjER2BBTkrixF50,ChIJTbrK3P62AjER2BBTkrixF50,Phesatchakorn Sunisa,"119/7, Soi 7, Sukhumvit Road, Tambon Si Racha, Amphoe Si Racha, Chon Buri",20110,Chon Buri,13.1747643,100.931967,0,0,0,Active,pharmacy,0,0,FALSE,scraped,038 311 335,,,0,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","119/7, Soi 7, Sukhumvit Road, Tambon Si Racha, Amphoe Si Racha, Chon Buri, 20110",
ChIJ11NYrP-2AjERSHm8FAmtiHQ,ChIJ11NYrP-2AjERSHm8FAmtiHQ,Siraphop Phramacy,5WFM+343,Si Racha District,Chon Buri,13.1726393,100.9327824,5,1,0,Active,pharmacy,0,0,FALSE,scraped,,,,0,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","5WFM+343, Si Racha District",
ChIJh_dQVGa3AjERDjPud08SpU4,ChIJh_dQVGa3AjERDjPud08SpU4,ร้านขายยา Interpharma,165/39-40 Moo 10,อำเภอศรีราชา,Chon Buri,13.167578,100.9360965,5,20,0,Active,pharmacy,0,0,FALSE,scraped,092 319 8898,Monday: 10:00 AM – 10:00 PM | Tuesday: 10:00 AM – 10:00 PM | Wednesday: 10:00 AM – 10:00 PM | Thursday: 10:00 AM – 10:00 PM | Friday: 10:00 AM – 10:00 PM | Saturday: 10:00 AM – 10:00 PM | Sunday: 10:00 AM – 10:00 PM,https://lin.ee/esmLm2z,0,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","165/39-40 Moo 10, อำเภอศรีราชา",
ChIJK7cL6s-3AjER66aNsWY6FY4,ChIJK7cL6s-3AjER66aNsWY6FY4,mirai pharmacy [BLEZ BROUP],"5W8P+Q3P, Si Racha",Si Racha District,Chon Buri,13.1669581,100.9352083,0,0,0,Active,pharmacy,0,0,FALSE,scraped,092 223 1252,Monday: 8:00 AM – 10:00 PM | Tuesday: 8:00 AM – 10:00 PM | Wednesday: 8:00 AM – 10:00 PM | Thursday: 8:00 AM – 10:00 PM | Friday: 8:00 AM – 10:00 PM | Saturday: 8:00 AM – 10:00 PM | Sunday: 8:00 AM – 10:00 PM,https://miraipharmacy.com/,0,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","5W8P+Q3P, Si Racha, Si Racha District",
ChIJ8RNW0Oy5AjERgdIbv25WPjs,ChIJ8RNW0Oy5AjERgdIbv25WPjs,Blez Pharmacy Group ブレズ薬局グループ 未來ファーマシー シーラチャ店/MAXVALUE Supermarket AEON Mall Shiracha Chonburi,"165, 133",Si Racha District,Chon Buri,13.1670547,100.9345843,0,0,0,Active,pharmacy,0,0,FALSE,scraped,092 223 1252,Monday: 8:00 AM – 10:00 PM | Tuesday: 8:00 AM – 10:00 PM | Wednesday: 8:00 AM – 10:00 PM | Thursday: 8:00 AM – 10:00 PM | Friday: 8:00 AM – 10:00 PM | Saturday: 8:00 AM – 10:00 PM | Sunday: 8:00 AM – 10:00 PM,https://blez-web.com/,0,"['drugstore', 'pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","165, 133, Si Racha District",
ChIJby6qbrC3AjERIO2KDQD-0TA,ChIJby6qbrC3AjERIO2KDQD-0TA,Phanya Pharmacy,5W5X+M9G,Si Racha District,Chon Buri,13.1591815,100.9484607,4.7,3,0,Active,pharmacy,0,0,FALSE,scraped,095 716 4582,Monday: 9:00 AM – 9:00 PM | Tuesday: 9:00 AM – 9:00 PM | Wednesday: 9:00 AM – 9:00 PM | Thursday: 9:00 AM – 9:00 PM | Friday: 9:00 AM – 9:00 PM | Saturday: 9:00 AM – 9:00 PM | Sunday: 9:00 AM – 9:00 PM,,0,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","5W5X+M9G, Si Racha District",
ChIJIRmwZQC3AjERHXyceioZUVg,ChIJIRmwZQC3AjERHXyceioZUVg,Paradise Mai,"5W5X+JGC, Surasak",Si Racha District,Chon Buri,13.1590729,100.948764,0,0,0,Active,pharmacy,0,0,FALSE,scraped,064 317 4042,,,0,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","5W5X+JGC, Surasak, Si Racha District",
ChIJLYt36gG3AjER-nIkhiYWrYI,ChIJLYt36gG3AjER-nIkhiYWrYI,Pacific park hotel,"64/8, ถนนสุขุมวิท, ตำบลศรีราชา อำเภอศรีราชา จังหวัดชลบุรี",20110,Chon Buri,13.1690787,100.9312569,4.3,1092,0,Active,pharmacy,0,0,FALSE,scraped,038 321 620,,,0,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","64/8, ถนนสุขุมวิท, ตำบลศรีราชา อำเภอศรีราชา จังหวัดชลบุรี, 20110",
ChIJw7Ts6wG3AjERaV707wDGLl0,ChIJw7Ts6wG3AjERaV707wDGLl0,KS Pharmacy,"2-4 ถ ศรีราชา นคร 3 ต ศรีราชา อ ศรีราชา จ ชลบุรี 20110, 3, ตำบล ศรีราชา",อำเภอศรีราชา,Chon Buri,13.1689061,100.9309381,4.3,3,0,Active,pharmacy,0,0,FALSE,scraped,,,,0,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","2-4 ถ ศรีราชา นคร 3 ต ศรีราชา อ ศรีราชา จ ชลบุรี 20110, 3, ตำบล ศรีราชา, อำเภอศรีราชา",
ChIJQ66wUY63AjER3_udQuk0qO0,ChIJQ66wUY63AjER3_udQuk0qO0,Health Up,"สาขาโรบิสัน ศรีราชา เลขที่ 90/1, Sukhumvit Road, Tambon Si Racha",Amphoe Si Racha,Chon Buri,13.1682989,100.9311001,3.5,4,0,Active,pharmacy,0,0,FALSE,scraped,038 770 052,Monday: 10:00 AM – 9:00 PM | Tuesday: 10:00 AM – 9:00 PM | Wednesday: 10:00 AM – 9:00 PM | Thursday: 10:00 AM – 9:00 PM | Friday: 10:00 AM – 9:00 PM | Saturday: 10:00 AM – 9:00 PM | Sunday: 10:00 AM – 9:00 PM,,0,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","สาขาโรบิสัน ศรีราชา เลขที่ 90/1, Sukhumvit Road, Tambon Si Racha, Amphoe Si Racha",
ChIJkbZOJLi3AjERcI4lI0ZD5kE,ChIJkbZOJLi3AjERcI4lI0ZD5kE,Ek Pharmacy,Si Racha District,Chon Buri,Chon Buri,13.1573516,100.956227,5,2,0,Active,pharmacy,0,0,FALSE,scraped,,Monday: 9:00 AM – 9:00 PM | Tuesday: 9:00 AM – 9:00 PM | Wednesday: 9:00 AM – 9:00 PM | Thursday: 9:00 AM – 9:00 PM | Friday: 9:00 AM – 9:00 PM | Saturday: 9:00 AM – 9:00 PM | Sunday: 9:00 AM – 9:00 PM,https://www.facebook.com/profile.php?id=100070280917991,0,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']",Si Racha District,
ChIJmYGIidu3AjERkV8wi6dX5PU,ChIJmYGIidu3AjERkV8wi6dX5PU,Save drug สาขาโรงพยาบาลพญาไทศรีราชา,"90 Si Racha Nakhon 3, Tambon Si Racha",Amphoe Si Racha,Chon Buri,13.1688138,100.9281993,3.5,2,0,Active,pharmacy,0,0,FALSE,scraped,095 205 0081,Monday: 8:00 AM – 8:00 PM | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 8:00 PM | Saturday: 8:00 AM – 8:00 PM | Sunday: 8:00 AM – 8:00 PM,https://line.me/ti/p/sVU_JFVUyt,0,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","90 Si Racha Nakhon 3, Tambon Si Racha, Amphoe Si Racha",
ChIJcRZ7FVm3AjERvfidqGM_aMo,ChIJcRZ7FVm3AjERvfidqGM_aMo,Rachavej Pharmacy: Sriracha Pharmacy (Pharmacy/Drugstore),"ร้านยาราชาเวช, 62 Sukhumvit Road",Tambon Si Racha,Chon Buri,13.165935,100.9299279,5,31,0,Active,pharmacy,0,0,FALSE,scraped,095 218 2549,Monday: 9:00 AM – 11:00 PM | Tuesday: 9:00 AM – 11:00 PM | Wednesday: 9:00 AM – 11:00 PM | Thursday: 9:00 AM – 11:00 PM | Friday: 9:00 AM – 12:00 AM | Saturday: 9:00 AM – 12:00 AM | Sunday: 9:00 AM – 11:00 PM,,0,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","ร้านยาราชาเวช, 62 Sukhumvit Road, Tambon Si Racha",
ChIJqyP8Tk23AjERYr1h9G5u9xM,ChIJqyP8Tk23AjERYr1h9G5u9xM,Dpharmacy Phyathai Hospital,106 Si Racha Nakhon 3,Amphoe Si Racha,Chon Buri,13.1683568,100.9276286,5,7,0,Active,pharmacy,0,0,FALSE,scraped,095 167 1797,Monday: 8:00 AM – 8:00 PM | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 8:00 PM | Saturday: 8:00 AM – 8:00 PM | Sunday: 8:00 AM – 8:00 PM,,0,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","106 Si Racha Nakhon 3, Amphoe Si Racha",
ChIJOUMJVPu3AjERDt1B8eU2hGg,ChIJOUMJVPu3AjERDt1B8eU2hGg,Care Plus Pharmacy (Siracha) ケアプラス ドラッグストア ร้านขายยา,"19, 5 Jerm Jom Phon Road, Tambon Si Racha",Amphoe Si Racha,Chon Buri,13.1709854,100.9262259,5,10,0,Active,pharmacy,0,0,FALSE,scraped,095 359 5144,Monday: 9:30 AM – 11:00 PM | Tuesday: 9:30 AM – 11:00 PM | Wednesday: 9:30 AM – 11:00 PM | Thursday: 9:30 AM – 11:00 PM | Friday: 9:30 AM – 11:00 PM | Saturday: 9:30 AM – 11:00 PM | Sunday: 9:30 AM – 11:00 PM,http://shorturl.at/rCT67,0,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","19, 5 Jerm Jom Phon Road, Tambon Si Racha, Amphoe Si Racha",
ChIJsb5NbsK0AjEREhQmCnLYE08,ChIJsb5NbsK0AjEREhQmCnLYE08,WATSONS SAVELAND BANGSEAN (Leam Thong) : Click & Collect,"No, ถนน ลงหาดบางแสน Room A34, 1st Floor, Laemthong Shopping Plaza, 278 Thanon Long Had Bangsaen, Tambon Saen Suk",Amphoe Mueang Chon Buri,Chon Buri,13.2872332,100.9264911,4.4,19,0,Active,pharmacy,0,0,FALSE,scraped,092 246 3289,Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 9:00 PM | Saturday: 11:00 AM – 9:00 PM | Sunday: 11:00 AM – 9:00 PM,http://www.watsons.co.th/,0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","No, ถนน ลงหาดบางแสน Room A34, 1st Floor, Laemthong Shopping Plaza, 278 Thanon Long Had Bangsaen, Tambon Saen Suk, Amphoe Mueang Chon Buri",
ChIJC-5vatC0AjERxfldiGyRTP8,ChIJC-5vatC0AjERxfldiGyRTP8,PEACH Pharmacy,122/7 Thanon Khao Lam,Amphoe Mueang Chon Buri,Chon Buri,13.2969226,100.9259405,4.7,3,0,Active,pharmacy,0,0,FALSE,scraped,081 365 4999,Monday: 5:00 – 9:00 PM | Tuesday: 5:00 – 9:00 PM | Wednesday: 5:00 – 9:00 PM | Thursday: 5:00 – 9:00 PM | Friday: 5:00 – 9:00 PM | Saturday: 10:00 AM – 9:00 PM | Sunday: 10:00 AM – 9:00 PM,,0,"['pharmacy', 'drugstore', 'health', 'point_of_interest', 'store', 'establishment']","122/7 Thanon Khao Lam, Amphoe Mueang Chon Buri",
ChIJo5ng8pBKHTER1EzOZmpHa8I,ChIJo5ng8pBKHTER1EzOZmpHa8I,เรือนธรรมชาติ ชลบุรี RueanThamMaChat Chonburi,"44 ม.7, Tambon Samet",Amphoe Mueang Chon Buri,Chon Buri,13.2960516,100.9451375,4.5,8,0,Active,pharmacy,0,0,FALSE,scraped,092 516 2941,Monday: 9:00 AM – 6:00 PM | Tuesday: 9:00 AM – 6:00 PM | Wednesday: 9:00 AM – 6:00 PM | Thursday: 9:00 AM – 6:00 PM | Friday: 9:00 AM – 6:00 PM | Saturday: 9:00 AM – 6:00 PM | Sunday: 9:00 AM – 6:00 PM,,0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","44 ม.7, Tambon Samet, Amphoe Mueang Chon Buri",
ChIJm0q08jG1AjERArwEc-myX2Q,ChIJm0q08jG1AjERArwEc-myX2Q,JJ Phesat,"222, Moo 4, Sukhumvit Road, Tambon Huai Kapi, Amphoe Mueang Chon Buri, Chon Buri",20000,Chon Buri,13.2997076,100.94819,3,1,0,Active,pharmacy,0,0,FALSE,scraped,038 383 499,,,0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","222, Moo 4, Sukhumvit Road, Tambon Huai Kapi, Amphoe Mueang Chon Buri, Chon Buri, 20000",
ChIJ4fZ_bSG1AjERuKTXI_wgA3A,ChIJ4fZ_bSG1AjERuKTXI_wgA3A,Thong Bai Pharmacy,"59/16, Moo 5, Tambon Huai Kapi, Amphoe Mueang Chon Buri, Chon Buri, 20000",Sukhumvit Road,Chon Buri,13.2872609,100.939953,0,0,0,Active,pharmacy,0,0,FALSE,scraped,038 381 443,,,0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","59/16, Moo 5, Tambon Huai Kapi, Amphoe Mueang Chon Buri, Chon Buri, 20000, Sukhumvit Road",
ChIJA70asuNLHTERHeWw0w8zdkY,ChIJA70asuNLHTERHeWw0w8zdkY,Tookjai Pharmacy,"127, near Pornprasert Market, 22, Tambon Muang",Muang,Chon Buri,13.2771183,100.956649,5,1,0,Active,pharmacy,0,0,FALSE,scraped,061 754 1135,Monday: 7:00 AM – 10:00 PM | Tuesday: 7:00 AM – 10:00 PM | Wednesday: 7:00 AM – 10:00 PM | Thursday: 7:00 AM – 10:00 PM | Friday: 7:00 AM – 10:00 PM | Saturday: 7:00 AM – 10:00 PM | Sunday: 7:00 AM – 10:00 PM,,0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","127, near Pornprasert Market, 22, Tambon Muang, Muang",
ChIJ6eTiBdu1AjERPnx6uhil7bg,ChIJ6eTiBdu1AjERPnx6uhil7bg,PANICH PHARMACY (ร้านขายยา),"บ้าน, เลขที่ 82 ซอย 6, Tambon Saen Suk",Amphoe Mueang Chon Buri,Chon Buri,13.2878801,100.9371674,0,0,0,Temporarily Closed,pharmacy,0,0,FALSE,scraped,088 629 9323,,,0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","บ้าน, เลขที่ 82 ซอย 6, Tambon Saen Suk, Amphoe Mueang Chon Buri",
ChIJsY4bxCe1AjERWhTIkfHVLps,ChIJsY4bxCe1AjERWhTIkfHVLps,Pharmacies Pharmacist 4,"81, Moo 4, Tambon Ban Puek, Amphoe Mueang Chon Buri, Chon Buri",20000,Chon Buri,13.2941687,100.9372903,0,0,0,Active,pharmacy,0,0,FALSE,scraped,081 435 1474,,,0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","81, Moo 4, Tambon Ban Puek, Amphoe Mueang Chon Buri, Chon Buri, 20000",
ChIJ87JmtGu1AjERL_YlOWm9UoE,ChIJ87JmtGu1AjERL_YlOWm9UoE,Thiti Phesat,"94 Santi Kasem Road, Tambon Saen Suk",Amphoe Mueang Chon Buri,Chon Buri,13.2796416,100.9620139,0,0,0,Active,pharmacy,0,0,FALSE,scraped,081 429 2098,,,0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","94 Santi Kasem Road, Tambon Saen Suk, Amphoe Mueang Chon Buri",
ChIJtSmEQyG1AjERhpaHLbBv1ik,ChIJtSmEQyG1AjERhpaHLbBv1ik,ร้านยาณัชชาเวลเมด Nutcha Well Med,"143, เวนิว หนองมน-ชลบุรี(B, 2 Thanon Saensook, ต.เหมือง",Amphoe Mueang Chon Buri,Chon Buri,13.2765361,100.9581235,5,2,0,Active,pharmacy,0,0,FALSE,scraped,088 941 4962,Monday: 5:00 – 9:00 PM | Tuesday: 5:00 – 9:00 PM | Wednesday: 5:00 – 9:00 PM | Thursday: 5:00 – 9:00 PM | Friday: 5:00 – 9:00 PM | Saturday: 5:00 – 10:00 PM | Sunday: 10:00 AM – 9:00 PM,,0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","143, เวนิว หนองมน-ชลบุรี(B, 2 Thanon Saensook, ต.เหมือง, Amphoe Mueang Chon Buri",
ChIJJ-Thyx-1AjER73hGvqP0Gjk,ChIJJ-Thyx-1AjER73hGvqP0Gjk,Wason Bunjirakul,"11, Soi Sukhumvit 8, Sukhumvit Road, Tambon Saen Suk, Amphoe Mueang, Chon Buri",20130,Chon Buri,13.2813138,100.9365876,0,0,0,Active,pharmacy,0,0,FALSE,scraped,038 745 177,,,0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","11, Soi Sukhumvit 8, Sukhumvit Road, Tambon Saen Suk, Amphoe Mueang, Chon Buri, 20130",
ChIJp_7Tzx-1AjERC0guZze2u8Y,ChIJp_7Tzx-1AjERC0guZze2u8Y,Sutthirat Osot,"6, Moo 3, Soi Talad Nongmon, Sukhumvit Road, Tambon Saen Suk, Amphoe Mueang Chon Buri, Chon Buri",20000,Chon Buri,13.2815,100.936224,0,0,0,Active,pharmacy,0,0,FALSE,scraped,038 390 149,,,0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","6, Moo 3, Soi Talad Nongmon, Sukhumvit Road, Tambon Saen Suk, Amphoe Mueang Chon Buri, Chon Buri, 20000",
ChIJKaqLzB-1AjERB9nzPwy_uu8,ChIJKaqLzB-1AjERB9nzPwy_uu8,Phesatchakorn Wasan,"11 Soi 8, Tambon Saen Suk",Amphoe Mueang Chon Buri,Chon Buri,13.2810136,100.936487,0,0,0,Active,pharmacy,0,0,FALSE,scraped,038 390 253,,,0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","11 Soi 8, Tambon Saen Suk, Amphoe Mueang Chon Buri",
ChIJ5QU6MR61AjER8VF6SVWepjg,ChIJ5QU6MR61AjER8VF6SVWepjg,Saen Suk Osot,"142 Thanon Santikasem, Tambon Saen Suk",Amphoe Mueang Chon Buri,Chon Buri,13.2801662,100.9367744,0,0,0,Active,pharmacy,0,0,FALSE,scraped,,,,0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","142 Thanon Santikasem, Tambon Saen Suk, Amphoe Mueang Chon Buri",
ChIJYzIB2h-1AjERrasQEzi7Nak,ChIJYzIB2h-1AjERrasQEzi7Nak,Pha-care,"7WJP+M8G, Thanon Santikasem, Tambon Saen Suk",Amphoe Mueang Chon Buri,Chon Buri,13.2816796,100.9358405,0,0,0,Active,pharmacy,0,0,FALSE,scraped,,,,0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","7WJP+M8G, Thanon Santikasem, Tambon Saen Suk, Amphoe Mueang Chon Buri",
ChIJz99e5sm1AjERpqrtjaEfiKg,ChIJz99e5sm1AjERpqrtjaEfiKg,Nongmon pharmacy,"7WJP+JFG, 73 Thanon Santikasem, Tambon Saen Suk",Amphoe Mueang Chon Buri,Chon Buri,13.280515,100.9359503,0,0,0,Active,pharmacy,0,0,FALSE,scraped,,,,0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","7WJP+JFG, 73 Thanon Santikasem, Tambon Saen Suk, Amphoe Mueang Chon Buri",
ChIJHRASi8pKHTER4tjGpdDVKCU,ChIJHRASi8pKHTER4tjGpdDVKCU,Pure Drug Store,"49, 1, Tambon Huai Kapi",Amphoe Mueang Chon Buri,Chon Buri,13.3082579,100.9568146,5,1,0,Active,pharmacy,0,0,FALSE,scraped,038 270 150,Monday: 9:00 AM – 11:00 PM | Tuesday: 9:00 AM – 11:00 PM | Wednesday: 9:00 AM – 11:00 PM | Thursday: 9:00 AM – 11:00 PM | Friday: 9:00 AM – 11:00 PM | Saturday: 9:00 AM – 11:00 PM | Sunday: 9:00 AM – 11:00 PM,https://www.bigc.co.th/,0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","49, 1, Tambon Huai Kapi, Amphoe Mueang Chon Buri",
ChIJbVCwfd60AjERNFKQskFinDI,ChIJbVCwfd60AjERNFKQskFinDI,Wutthiphong Pharmacy,"7WPJ+M4W, Saen Suk",Chon Buri District,Chon Buri,13.2867365,100.9303219,0,0,0,Active,pharmacy,0,0,FALSE,scraped,,,,0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","7WPJ+M4W, Saen Suk, Chon Buri District",
ChIJOyx_a9-0AjERy19pSFcuhmk,ChIJOyx_a9-0AjERy19pSFcuhmk,Wangya HealthCare,"204, 206 Thanon Long Had Bangsaen, ต.แสนสุข",Amphoe Mueang Chon Buri,Chon Buri,13.2871775,100.9297006,4.5,11,0,Active,pharmacy,0,0,FALSE,scraped,097 495 5629,Monday: 8:00 AM – 9:00 PM | Tuesday: 8:00 AM – 9:00 PM | Wednesday: 8:00 AM – 9:00 PM | Thursday: 8:00 AM – 9:00 PM | Friday: 8:00 AM – 9:00 PM | Saturday: 8:00 AM – 9:00 PM | Sunday: 8:00 AM – 9:00 PM,,0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","204, 206 Thanon Long Had Bangsaen, ต.แสนสุข, Amphoe Mueang Chon Buri",
ChIJC4GGWAC1AjERVMEO4oUmw9c,ChIJC4GGWAC1AjERVMEO4oUmw9c,ร้านยา Simplipharm ขายยา เครื่องสำอางค์,"19, ซีไซด์​ แสนสุข, 16 ซอย, Tambon Saen Suk",Amphoe Mueang Chon Buri,Chon Buri,13.2846244,100.9289904,5,7,0,Active,pharmacy,0,0,FALSE,scraped,063 228 7829,Monday: 5:00 PM – 3:00 AM | Tuesday: 5:00 PM – 3:00 AM | Wednesday: 5:00 PM – 3:00 AM | Thursday: 5:00 PM – 3:00 AM | Friday: 5:00 PM – 3:00 AM | Saturday: 5:00 PM – 3:00 AM | Sunday: 5:00 PM – 3:00 AM,,0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","19, ซีไซด์​ แสนสุข, 16 ซอย, Tambon Saen Suk, Amphoe Mueang Chon Buri",
ChIJ33Tp7KS1AjERAGwVsc30RVE,ChIJ33Tp7KS1AjERAGwVsc30RVE,"ร้านยา I Need Healing ,ร้านยาปิดตี2","6, แสนสุข, 12 Thanon Long Had Bangsaen",Amphoe Mueang Chon Buri,Chon Buri,13.2837322,100.9289626,5,2,0,Active,pharmacy,0,0,FALSE,scraped,096 718 7259,Monday: 12:00 PM – 2:00 AM | Tuesday: 12:00 PM – 2:00 AM | Wednesday: 12:00 PM – 2:00 AM | Thursday: 12:00 PM – 2:00 AM | Friday: 12:00 PM – 2:00 AM | Saturday: 12:00 PM – 2:00 AM | Sunday: 12:00 PM – 2:00 AM,,0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","6, แสนสุข, 12 Thanon Long Had Bangsaen, Amphoe Mueang Chon Buri",
ChIJ-U2-zXy1AjERB40lGAdHTOs,ChIJ-U2-zXy1AjERB40lGAdHTOs,ร้านยา medbox pharmacy สาขา สดใส,"แสนสุข, 45 Bangsaen Sai 4 South Road",Amphoe Mueang Chon Buri,Chon Buri,13.2815546,100.9296534,5,5,0,Active,pharmacy,0,0,FALSE,scraped,094 263 4695,Monday: 9:00 AM – 10:00 PM | Tuesday: 9:00 AM – 10:00 PM | Wednesday: 9:00 AM – 10:00 PM | Thursday: 9:00 AM – 10:00 PM | Friday: 9:00 AM – 10:00 PM | Saturday: 9:00 AM – 10:00 PM | Sunday: 9:00 AM – 10:00 PM,,0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","แสนสุข, 45 Bangsaen Sai 4 South Road, Amphoe Mueang Chon Buri",
ChIJ1XIKHGK1AjER0M9cstIU5ek,ChIJ1XIKHGK1AjER0M9cstIU5ek,ร้านยา medbox pharmacy,"14, 122 Bangsaen Sai 4 Nuea, Tambon Saen Suk",Amphoe Mueang Chon Buri,Chon Buri,13.288043,100.9274868,5,48,0,Active,pharmacy,0,0,FALSE,scraped,082 204 6139,Monday: 9:00 AM – 10:00 PM | Tuesday: 9:00 AM – 10:00 PM | Wednesday: 9:00 AM – 10:00 PM | Thursday: 9:00 AM – 10:00 PM | Friday: 9:00 AM – 10:00 PM | Saturday: 9:00 AM – 10:00 PM | Sunday: 9:00 AM – 10:00 PM,https://bit.ly/MedboxPharmacy,0,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","14, 122 Bangsaen Sai 4 Nuea, Tambon Saen Suk, Amphoe Mueang Chon Buri",
ChIJ8ei-iNy0AjERBYllmZDM3as,ChIJ8ei-iNy0AjERBYllmZDM3as,ร้านยา Bn Pharmacy,"15, 24 Bangsaen Sai 4 Nuea, Tambon Saen Suk",เมือง,Chon Buri,13.2892457,100.9267232,0,0,0,Active,pharmacy,0,0,FALSE,scraped,098 562 4909,Monday: 2:00 – 10:00 PM | Tuesday: 2:00 – 10:00 PM | Wednesday: 2:00 – 10:00 PM | Thursday: 2:00 – 10:00 PM | Friday: 2:00 – 10:00 PM | Saturday: 4:00 – 10:00 PM | Sunday: 4:00 – 10:00 PM,,0,"['pharmacy', 'local_government_office', 'health', 'point_of_interest', 'store', 'establishment']","15, 24 Bangsaen Sai 4 Nuea, Tambon Saen Suk, เมือง",
