store_id,place_id,store_name,banner,format,reckitt_target,address,city,region,lat,lng,category,rating,review_count,phone,opening_hours,website,google_types,vicinity,price_level,business_status,annual_sales_usd,lines_per_store,covered,source,poi_count
ChIJfe555yuf4jARhAOPPESDFcg,ChIJfe555yuf4jARhAOPPESDFcg,AP Medical,Independent (no name keyword),Pharmacy (independent),TARGET,"942, ตรงข้ามโรงพยาบาลจุฬา, 20-21 Thanon Rama IV, Khwaeng Suriya Wong",Khet Bang Rak,Nonthaburi,13.7302782,100.534384,pharmacy,4.6,26,02 235 4584,Monday: 8:30 AM – 6:00 PM | Tuesday: 8:30 AM – 6:00 PM | Wednesday: 8:30 AM – 6:00 PM | Thursday: 8:30 AM – 6:00 PM | Friday: 8:30 AM – 6:00 PM | Saturday: 8:30 AM – 6:00 PM | Sunday: Closed,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","942, ตรงข้ามโรงพยาบาลจุฬา, 20-21 Thanon Rama IV, Khwaeng Suriya Wong, Khet Bang Rak",0,Active,0,0,FALSE,scraped,0
ChIJ_dhShf2f4jARcFeEk4kmYPs,ChIJ_dhShf2f4jARcFeEk4kmYPs,SKP Drugstore,Independent,Pharmacy (independent),TARGET,"942/22, Khwaeng Suriya Wong",Khet Bang Rak,Nonthaburi,13.7301941,100.53438,pharmacy,5,116,02 115 6995,Monday: 7:00 AM – 9:00 PM | Tuesday: 7:00 AM – 9:00 PM | Wednesday: 7:00 AM – 9:00 PM | Thursday: 7:00 AM – 9:00 PM | Friday: 7:00 AM – 9:00 PM | Saturday: 7:00 AM – 9:00 PM | Sunday: 7:00 AM – 9:00 PM,,"['pharmacy', 'drugstore', 'health', 'store', 'point_of_interest', 'establishment']","942/22, Khwaeng Suriya Wong, Khet Bang Rak",0,Active,0,0,FALSE,scraped,0
ChIJJeGZ0-af4jARs1GW0WfdXww,ChIJJeGZ0-af4jARs1GW0WfdXww,MEDA PHARMACEUTICAL​,Independent (no name keyword),Pharmacy (independent),TARGET,"13 Thanon Rama IV, Khwaeng Maha Phruttharam",Khet Bang Rak,Nonthaburi,13.7303817,100.5340661,pharmacy,5,2,,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","13 Thanon Rama IV, Khwaeng Maha Phruttharam, Khet Bang Rak",0,Active,0,0,FALSE,scraped,0
ChIJW7n8wSuf4jARpU1gN6lA_Ic,ChIJW7n8wSuf4jARpU1gN6lA_Ic,"Mega Max Trading Co., Ltd.",Independent (no name keyword),Pharmacy (independent),TARGET,"942/123, Charn Issara Tower, 4Th Floor, Rama 4 Road, Suriya Wong, Khet Bangrak, Bangkok",10500,Nonthaburi,13.7301653,100.5341181,pharmacy,0,0,02 237 6142,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","942/123, Charn Issara Tower, 4Th Floor, Rama 4 Road, Suriya Wong, Khet Bangrak, Bangkok, 10500",0,Active,0,0,FALSE,scraped,0
ChIJ6fi3Yy2f4jARWC4JGuKfzZc,ChIJ6fi3Yy2f4jARWC4JGuKfzZc,วัตสันสีลม คอมเพล็กซ์ : WATSONS SILOM COMPLEX : Click & Collect,Watsons,Pharmacy (chain),EXCLUDE,"191 อาคารสีลมคอมเพล็กซ์ ห้องหมายเลข 204 ชั้น 2, ถนน สีลม, แขวงสีลม",เขตบางรัก,Nonthaburi,13.7282549,100.5350408,pharmacy,3.9,47,092 246 3491,Monday: 10:30 AM – 9:00 PM | Tuesday: 10:30 AM – 9:00 PM | Wednesday: 10:30 AM – 9:00 PM | Thursday: 10:30 AM – 9:00 PM | Friday: 10:30 AM – 9:00 PM | Saturday: 10:30 AM – 9:00 PM | Sunday: 10:30 AM – 9:00 PM,http://www.watsons.co.th/,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","191 อาคารสีลมคอมเพล็กซ์ ห้องหมายเลข 204 ชั้น 2, ถนน สีลม, แขวงสีลม, เขตบางรัก",0,Active,0,0,FALSE,scraped,0
ChIJ74s3wCuf4jARpEpiMLh4iLE,ChIJ74s3wCuf4jARpEpiMLh4iLE,Yong Ying Pharmacy,Independent,Pharmacy (independent),TARGET,"528/44, Rama 4 Road, Maha Phruettharam, Khet Bang Rak, Bangkok",10500,Nonthaburi,13.7303015,100.5339633,pharmacy,0,0,02 234 3563,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","528/44, Rama 4 Road, Maha Phruettharam, Khet Bang Rak, Bangkok, 10500",0,Active,0,0,FALSE,scraped,0
ChIJZ7lsWQCf4jAR1bA1eKhgqR4,ChIJZ7lsWQCf4jAR1bA1eKhgqR4,Vna care pharmacy,Independent,Pharmacy (independent),TARGET,"189 Si Lom Road, Si Lom",Khet Bang Rak,Nonthaburi,13.7286366,100.5350346,pharmacy,0,0,,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","189 Si Lom Road, Si Lom, Khet Bang Rak",0,Active,0,0,FALSE,scraped,0
ChIJxWt4HwCf4jAR6j9cA8ky_vs,ChIJxWt4HwCf4jAR6j9cA8ky_vs,Interpharma,Independent (no name keyword),Pharmacy (independent),TARGET,"PGHP+763, Si Lom",Bang Rak,Nonthaburi,13.7281357,100.5355393,pharmacy,5,5,,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","PGHP+763, Si Lom, Bang Rak",0,Active,0,0,FALSE,scraped,0
ChIJO__p0t6e4jARYTAXsDWW7Uw,ChIJO__p0t6e4jARYTAXsDWW7Uw,Boots (All Seasons Place),Boots,Pharmacy (chain),EXCLUDE,"87/2 ยูนิต 207 ชั้น 2, ออลซีซันส์เพลส รีเทลเซ็นเตอร์, Thanon Witthayu, Khwaeng Lumphini",Pathum Wan,Nonthaburi,13.7390024,100.5480101,pharmacy,3.3,9,02 251 1617,Monday: 9:00 AM – 7:00 PM | Tuesday: 9:00 AM – 7:00 PM | Wednesday: 9:00 AM – 7:00 PM | Thursday: 9:00 AM – 7:00 PM | Friday: 9:00 AM – 7:00 PM | Saturday: 9:00 AM – 6:00 PM | Sunday: 9:00 AM – 6:00 PM,http://www.th.boots.com/,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","87/2 ยูนิต 207 ชั้น 2, ออลซีซันส์เพลส รีเทลเซ็นเตอร์, Thanon Witthayu, Khwaeng Lumphini, Pathum Wan",0,Active,0,0,FALSE,scraped,0
ChIJA3SpUAif4jAReaDLlQAnqdM,ChIJA3SpUAif4jAReaDLlQAnqdM,Health Up ร้านยา เฮลท์อัพ สาขาท๊อป ออลซีซั่นส์,ร้านยา (Independent),Pharmacy (independent),TARGET,"เลขที่ 87/2 ห้องเลขที่ 227B, ออลซีซันส์เพลส, ชั้น 2 Thanon Witthayu, Khwaeng Lumphini",Pathum Wan,Nonthaburi,13.7393803,100.5478857,pharmacy,0,0,02 685 3911,Monday: 7:00 AM – 8:50 PM | Tuesday: 7:00 AM – 8:50 PM | Wednesday: 7:00 AM – 8:50 PM | Thursday: 7:00 AM – 8:50 PM | Friday: 7:00 AM – 8:50 PM | Saturday: 7:00 AM – 8:50 PM | Sunday: 7:00 AM – 8:50 PM,http://www.hug1988.com/,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","เลขที่ 87/2 ห้องเลขที่ 227B, ออลซีซันส์เพลส, ชั้น 2 Thanon Witthayu, Khwaeng Lumphini, Pathum Wan",0,Active,0,0,FALSE,scraped,0
ChIJw1w7t3yf4jAR-lgVaGZ6Rgc,ChIJw1w7t3yf4jAR-lgVaGZ6Rgc,Pien Tze Huang,Independent (no name keyword),Pharmacy (independent),TARGET,"อาคารสีลมคอมเพล็กซ์, 191 Si Lom Road, Si Lom",Khet Bang Rak,Nonthaburi,13.7282073,100.5350609,pharmacy,0,0,,Monday: 10:30 AM – 9:30 PM | Tuesday: 10:30 AM – 9:30 PM | Wednesday: 10:30 AM – 9:30 PM | Thursday: 10:30 AM – 9:30 PM | Friday: 10:30 AM – 9:30 PM | Saturday: 10:30 AM – 9:30 PM | Sunday: 10:30 AM – 9:30 PM,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","อาคารสีลมคอมเพล็กซ์, 191 Si Lom Road, Si Lom, Khet Bang Rak",0,Active,0,0,FALSE,scraped,0
ChIJ49h1GQCf4jARCK0LN1QsH4Q,ChIJ49h1GQCf4jARCK0LN1QsH4Q,D-CHAIN Drugstore Piya Place,Independent,Pharmacy (independent),TARGET,"29/1 อาคารA ยูนิต D, ซอยหลังสวน, แขวงลุมพินี",เขตปทุมวัน,Nonthaburi,13.7427882,100.5437264,pharmacy,5,14,083 226 2888,Monday: 8:00 AM – 9:30 PM | Tuesday: 8:00 AM – 9:30 PM | Wednesday: 8:00 AM – 9:30 PM | Thursday: 8:00 AM – 9:30 PM | Friday: 8:00 AM – 9:30 PM | Saturday: 9:00 AM – 9:00 PM | Sunday: 9:00 AM – 9:00 PM,https://www.facebook.com/DChaindrugstore/?locale=th_TH,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","29/1 อาคารA ยูนิต D, ซอยหลังสวน, แขวงลุมพินี, เขตปทุมวัน",0,Active,0,0,FALSE,scraped,0
ChIJYZxmlyuf4jARTCKZGZY6Qdo,ChIJYZxmlyuf4jARTCKZGZY6Qdo,Phar Mart RX Pharmacy,Independent,Pharmacy (independent),TARGET,"23/1 Thanon Thaniya, Khwaeng Suriya Wong",Khet Bang Rak,Nonthaburi,13.7299999,100.5331515,pharmacy,4,4,02 234 3763,Monday: 11:00 AM – 10:30 PM | Tuesday: 11:00 AM – 10:30 PM | Wednesday: 11:00 AM – 10:30 PM | Thursday: 11:00 AM – 10:30 PM | Friday: 11:00 AM – 10:30 PM | Saturday: 11:00 AM – 10:30 PM | Sunday: 4:00 – 10:30 PM,,"['drugstore', 'pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","23/1 Thanon Thaniya, Khwaeng Suriya Wong, Khet Bang Rak",0,Active,0,0,FALSE,scraped,0
ChIJZwhnriqf4jARO9ZBYkHmMwo,ChIJZwhnriqf4jARO9ZBYkHmMwo,Your Peace Pharmacy,Independent,Pharmacy (independent),TARGET,"29, 1 Soi Langsuan, Khwaeng Lumphini",Pathum Wan,Nonthaburi,13.7429617,100.543793,pharmacy,4.8,58,065 998 9099,Monday: 8:00 AM – 9:00 PM | Tuesday: 8:00 AM – 9:00 PM | Wednesday: 8:00 AM – 9:00 PM | Thursday: 8:00 AM – 9:00 PM | Friday: 8:00 AM – 9:00 PM | Saturday: 8:00 AM – 9:00 PM | Sunday: 8:00 AM – 9:00 PM,https://blez-web.com/,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","29, 1 Soi Langsuan, Khwaeng Lumphini, Pathum Wan",0,Active,0,0,FALSE,scraped,0
ChIJeRZWqDKf4jARpVWVGf2QFzE,ChIJeRZWqDKf4jARpVWVGf2QFzE,LAB Pharmacy สาขา Gaysorn Amarin,Independent,Pharmacy (independent),TARGET,"อาคารเกษรอัมรินทร์ ห้อง GF-S11-01 ชั้น จี ถนนเพลินจิต แขวงลุมพินี, ลุมพินี",Pathum Wan,Nonthaburi,13.7434534,100.5415432,pharmacy,4.7,18,092 631 4925,Monday: 10:00 AM – 9:00 PM | Tuesday: 10:00 AM – 9:00 PM | Wednesday: 10:00 AM – 9:00 PM | Thursday: 10:00 AM – 9:00 PM | Friday: 10:00 AM – 9:00 PM | Saturday: 10:00 AM – 9:00 PM | Sunday: 10:00 AM – 9:00 PM,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","อาคารเกษรอัมรินทร์ ห้อง GF-S11-01 ชั้น จี ถนนเพลินจิต แขวงลุมพินี, ลุมพินี, Pathum Wan",0,Active,0,0,FALSE,scraped,0
ChIJFYK4mCuf4jARPUU1n6pY1-c,ChIJFYK4mCuf4jARPUU1n6pY1-c,DD pharm,Independent (no name keyword),Pharmacy (independent),TARGET,35/2 Surawong Road,Nonthaburi,Nonthaburi,13.7301785,100.5328322,pharmacy,4.2,17,089 898 5260,Monday: 10:00 AM – 3:00 AM | Tuesday: 10:00 AM – 3:00 AM | Wednesday: 10:00 AM – 3:00 AM | Thursday: 10:00 AM – 3:00 AM | Friday: 10:00 AM – 3:00 AM | Saturday: 11:00 AM – 3:00 AM | Sunday: 7:00 PM – 3:00 AM,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']",35/2 Surawong Road,0,Active,0,0,FALSE,scraped,0
ChIJgUC3mCuf4jARNCGBK9UBE9g,ChIJgUC3mCuf4jARNCGBK9UBE9g,Medision Shop,Independent (no name keyword),Pharmacy (independent),TARGET,"A6 Surawong Road, Khwaeng Suriya Wong",Khet Bang Rak,Nonthaburi,13.7301573,100.5327976,pharmacy,5,1,,,,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']","A6 Surawong Road, Khwaeng Suriya Wong, Khet Bang Rak",0,Active,0,0,FALSE,scraped,0
ChIJrbfgziqf4jAR1DgVcebjaTM,ChIJrbfgziqf4jAR1DgVcebjaTM,Pharmax,Independent (no name keyword),Pharmacy (independent),TARGET,"B, Zone C, B03, Chamchuri Square, 317, ถนน พญาไท",เขตปทุมวัน,Nonthaburi,13.7329443,100.5305672,pharmacy,4.8,18,091 557 9672,Monday: 10:00 AM – 8:00 PM | Tuesday: 10:00 AM – 8:00 PM | Wednesday: 10:00 AM – 8:00 PM | Thursday: 10:00 AM – 8:00 PM | Friday: 10:00 AM – 8:00 PM | Saturday: 10:00 AM – 8:00 PM | Sunday: 10:00 AM – 8:00 PM,http://www.pharmaxshop.com/,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","B, Zone C, B03 , Chamchuri Square , 317, ถนน พญาไท, เขตปทุมวัน",0,Active,0,0,FALSE,scraped,0
ChIJfwTLwyqf4jARvJ13Ubq-p-I,ChIJfwTLwyqf4jARvJ13Ubq-p-I,Boots Chamchuree Square,Boots,Pharmacy (chain),EXCLUDE,319 โครงการจัตุรัสจามจุรี ยูนิต 131 ชั้น G Banking Zone ติดกับ ศูนย์ AIS และ 7-11 ค่ะ,Pathum Wan,Nonthaburi,13.7328694,100.5311579,pharmacy,5,2,02 160 5003,Monday: 8:00 AM – 7:00 PM | Tuesday: 8:00 AM – 7:00 PM | Wednesday: 8:00 AM – 7:00 PM | Thursday: 8:00 AM – 7:00 PM | Friday: 8:00 AM – 7:00 PM | Saturday: 9:00 AM – 6:00 PM | Sunday: 9:00 AM – 6:00 PM,http://www.th.boots.com/,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","319 โครงการจัตุรัสจามจุรี ยูนิต 131 ชั้น G Banking Zone ติดกับ ศูนย์ AIS และ 7-11 ค่ะ, Pathum Wan",0,Active,0,0,FALSE,scraped,0
ChIJB1YqBNaY4jARiTUj6gJ8dAo,ChIJB1YqBNaY4jARiTUj6gJ8dAo,Tong,Independent (no name keyword),Pharmacy (independent),TARGET,"334, 19 Thanon Rama IV, Khwaeng Maha Phruttharam",Khet Bang Rak,Nonthaburi,13.7349048,100.5223813,pharmacy,4.1,177,02 266 6992,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","334, 19 Thanon Rama IV, Khwaeng Maha Phruttharam, Khet Bang Rak",0,Active,0,0,FALSE,scraped,0
ChIJJ3sO4iuf4jARg9PpyQgara8,ChIJJ3sO4iuf4jARg9PpyQgara8,Meng Tek Tueng Pharmacy,Independent,Pharmacy (independent),TARGET,"498-502, Khwaeng Maha Phruttharam",Khet Bang Rak,Nonthaburi,13.7353234,100.5219203,pharmacy,5,1,02 234 4326,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","498-502, Khwaeng Maha Phruttharam, Khet Bang Rak",0,Active,0,0,FALSE,scraped,0
ChIJjW9MK9aY4jARSkPm2c49N3c,ChIJjW9MK9aY4jARSkPm2c49N3c,"CT Chemical Co.,Ltd.",Independent (no name keyword),Pharmacy (independent),TARGET,"496/40, 496/40 ซอย เจริญกิจ, แขวงมหาพฤฒาราม",เขตบางรัก,Nonthaburi,13.7347597,100.5211883,pharmacy,0,0,02 234 3795,Monday: 8:30 AM – 5:00 PM | Tuesday: 8:30 AM – 5:00 PM | Wednesday: 8:30 AM – 5:00 PM | Thursday: 8:30 AM – 5:00 PM | Friday: 8:30 AM – 5:00 PM | Saturday: Closed | Sunday: Closed,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","496/40, 496/40 ซอย เจริญกิจ, แขวงมหาพฤฒาราม, เขตบางรัก",0,Active,0,0,FALSE,scraped,0
ChIJA4ED8NWY4jARMxQZi3lPC5k,ChIJA4ED8NWY4jARMxQZi3lPC5k,Pharmalife,Independent (no name keyword),Pharmacy (independent),TARGET,"596/, 506/3 ถนน พระรามที่ 4, แขวงมหาพฤฒาราม",เขตบางรัก,Nonthaburi,13.7343406,100.5244271,pharmacy,5,1,098 407 9647,Monday: 12:00 – 9:00 PM | Tuesday: 12:00 – 9:00 PM | Wednesday: 12:00 – 9:00 PM | Thursday: 12:00 – 9:00 PM | Friday: 12:00 – 9:00 PM | Saturday: 12:00 – 9:00 PM | Sunday: Closed,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","596/, 506/3 ถนน พระรามที่ 4, แขวงมหาพฤฒาราม, เขตบางรัก",0,Active,0,0,FALSE,scraped,0
ChIJ8Zj-5reZ4jARrf3z9Pv9Ofo,ChIJ8Zj-5reZ4jARrf3z9Pv9Ofo,Klerm Official,Independent (no name keyword),Pharmacy (independent),TARGET,"654/17 Samyan Business Town, แขวงมหาพฤฒาราม",เขตบางรัก,Nonthaburi,13.7337294,100.5197605,pharmacy,0,0,065 893 3726,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","654/17 Samyan Business Town, แขวงมหาพฤฒาราม, เขตบางรัก",0,Active,0,0,FALSE,scraped,0
ChIJke8YegCZ4jARAJDMQyH3WKE,ChIJke8YegCZ4jARAJDMQyH3WKE,GPO,Independent (no name keyword),Pharmacy (independent),TARGET,"PGMG+P3V, Thanon Rama IV, Khwaeng Wang Mai",Pathum Wan,Nonthaburi,13.7343608,100.5251755,pharmacy,5,1,,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","PGMG+P3V, Thanon Rama IV, Khwaeng Wang Mai, Pathum Wan",0,Active,0,0,FALSE,scraped,0
ChIJDa1ojdeY4jARJ2BkT7e5CLY,ChIJDa1ojdeY4jARJ2BkT7e5CLY,Kae Hueng Pharmacy,Independent,Pharmacy (independent),TARGET,"PGM9+CHX, Soi Sawang 6, Khwaeng Maha Phruttharam",มหาพฤฒาราม,Nonthaburi,13.7336103,100.5189895,pharmacy,0,0,,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","PGM9+CHX, Soi Sawang 6, Khwaeng Maha Phruttharam, มหาพฤฒาราม",0,Active,0,0,FALSE,scraped,0
ChIJ2akcYOeZ4jAReCSCBqxkAY0,ChIJ2akcYOeZ4jAReCSCBqxkAY0,Klang Ya Pharmacy,Independent,Pharmacy (independent),TARGET,"1850 Banthat Thong Road, Khwaeng Wang Mai",Pathum Wan,Nonthaburi,13.7380594,100.5218888,pharmacy,5,13,,Monday: 1:00 – 10:00 PM | Tuesday: 1:00 – 10:00 PM | Wednesday: 1:00 – 10:00 PM | Thursday: 1:00 – 10:00 PM | Friday: 1:00 – 10:00 PM | Saturday: 1:00 – 10:00 PM | Sunday: 1:00 – 10:00 PM,,"['pharmacy', 'drugstore', 'health', 'point_of_interest', 'store', 'establishment']","1850 Banthat Thong Road, Khwaeng Wang Mai, Pathum Wan",0,Active,0,0,FALSE,scraped,0
ChIJz-pMgSqZ4jARfX2TLw1kpE8,ChIJz-pMgSqZ4jARfX2TLw1kpE8,Samyan Farmacia,Independent (no name keyword),Pharmacy (independent),TARGET,"24 ยูเซ็นเตอร์ 2, ถนนจุฬา 42, แขวงวังใหม่ เขตปทุมวัน กรุงเทพมหานคร",10330,Nonthaburi,13.7354515,100.5257824,pharmacy,4.7,11,093 653 2326,Monday: 9:00 AM – 9:00 PM | Tuesday: 12:00 – 9:00 PM | Wednesday: 9:00 AM – 9:00 PM | Thursday: 9:00 AM – 9:00 PM | Friday: 9:00 AM – 9:00 PM | Saturday: 11:00 AM – 9:00 PM | Sunday: 11:00 AM – 9:00 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","24 ยูเซ็นเตอร์ 2, ถนนจุฬา 42, แขวงวังใหม่ เขตปทุมวัน กรุงเทพมหานคร, 10330",0,Active,0,0,FALSE,scraped,0
ChIJN6VyZiuf4jAROL-ZliuX5yo,ChIJN6VyZiuf4jAROL-ZliuX5yo,ร้าน G.M.Drugs,Independent (no name keyword),Pharmacy (independent),TARGET,"204 Soi Chinda Thawin, Khwaeng Maha Phruttharam",Khet Bang Rak,Nonthaburi,13.7321718,100.5248879,pharmacy,4.6,12,092 429 5095,Monday: 6:00 – 10:00 PM | Tuesday: 6:00 – 10:00 PM | Wednesday: 6:00 – 10:00 PM | Thursday: 6:00 – 10:00 PM | Friday: 6:00 – 10:00 PM | Saturday: 6:00 – 10:00 PM | Sunday: 6:00 – 10:00 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","204 Soi Chinda Thawin, Khwaeng Maha Phruttharam, Khet Bang Rak",0,Active,0,0,FALSE,scraped,0
ChIJLZokdteY4jARZiXFgKS-aVA,ChIJLZokdteY4jARZiXFgKS-aVA,Mongkol Pharmacy,Independent,Pharmacy (independent),TARGET,"544 Soi Kaeo Fa, Khwaeng Maha Phruttharam",Khet Bang Rak,Nonthaburi,13.7322554,100.519263,pharmacy,5,1,,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","544 Soi Kaeo Fa, Khwaeng Maha Phruttharam, Khet Bang Rak",0,Active,0,0,FALSE,scraped,0
ChIJcdKOJNuY4jARlO1RdCkmD_E,ChIJcdKOJNuY4jARlO1RdCkmD_E,"Farida - Yajai Enterprise Co.,Ltd",Independent (no name keyword),Pharmacy (independent),TARGET,"1207, Chalongkrung Road, Suriyawong Bang Rak, Bangkok",10500,Nonthaburi,13.7308373,100.5241771,pharmacy,5,1,02 630 9171,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","1207, Chalongkrung Road, Suriyawong Bang Rak,Bangkok, 10500",0,Active,0,0,FALSE,scraped,0
ChIJw0ViptaY4jARId-EBbvbqcI,ChIJw0ViptaY4jARId-EBbvbqcI,CHUMCHONYA PHARMACY,Independent,Pharmacy (independent),TARGET,23 Thanon Naret,Khet Bang Rak,Nonthaburi,13.7300413,100.5236234,pharmacy,5,37,02 631 6407,Monday: 9:00 AM – 8:00 PM | Tuesday: 9:00 AM – 8:00 PM | Wednesday: 9:00 AM – 8:00 PM | Thursday: 9:00 AM – 8:00 PM | Friday: 9:00 AM – 8:00 PM | Saturday: 9:00 AM – 8:00 PM | Sunday: 9:00 AM – 8:00 PM,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","23 Thanon Naret, Khet Bang Rak",0,Active,0,0,FALSE,scraped,0
ChIJicH3NNeY4jARdi7Y9qQlAAw,ChIJicH3NNeY4jARdi7Y9qQlAAw,Burapha Sakon Pharmacy,Independent,Pharmacy (independent),TARGET,"PGH9+RXH, Trok Mo Phet Mo Phioi, Khwaeng Si Phraya",Khet Bang Rak,Nonthaburi,13.729563,100.519994,pharmacy,5,1,,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","PGH9+RXH, Trok Mo Phet Mo Phioi, Khwaeng Si Phraya, Khet Bang Rak",0,Active,0,0,FALSE,scraped,0
ChIJQxW95sqZ4jAR5S5Oc4tUDag,ChIJQxW95sqZ4jAR5S5Oc4tUDag,Pure Pharmacy,Pure,Pharmacy (chain),REVIEW,"944/1 สามย่านมิตรทาวน์ ชั้น B1, Thanon Rama IV, Khwaeng Wang Mai",Pathum Wan,Nonthaburi,13.7335529,100.5278026,pharmacy,1.6,71,063 221 5683,Monday: 9:00 AM – 10:00 PM | Tuesday: 9:00 AM – 10:00 PM | Wednesday: 9:00 AM – 10:00 PM | Thursday: 9:00 AM – 10:00 PM | Friday: 9:00 AM – 10:00 PM | Saturday: 9:00 AM – 10:00 PM | Sunday: 9:00 AM – 10:00 PM,https://www.facebook.com/Pure-Pharmacy-Samyanmitrtown-108678984138374/,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","944/1 สามย่านมิตรทาวน์ ชั้น B1, Thanon Rama IV, Khwaeng Wang Mai, Pathum Wan",0,Active,0,0,FALSE,scraped,0
ChIJj4YT-yuZ4jARa639T8wJVMk,ChIJj4YT-yuZ4jARa639T8wJVMk,Tong Yu Ko Pharmacy,Independent,Pharmacy (independent),TARGET,Thailand,Nonthaburi,Nonthaburi,13.740028,100.524439,pharmacy,0,0,,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']",Thailand,0,Active,0,0,FALSE,scraped,0
ChIJb5T-ziiZ4jARrEsrOX_YHbk,ChIJb5T-ziiZ4jARrEsrOX_YHbk,Kheng Hua Tueng Pharmacy,Independent,Pharmacy (independent),TARGET,"93/5-6, Charoen Mueang Road, Rong Mueang, Khet Pathum Wan, Bangkok",10330,Nonthaburi,13.7402877,100.5202782,pharmacy,5,1,02 214 2714,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","93/5-6, Charoen Mueang Road, Rong Mueang, Khet Pathum Wan, Bangkok, 10330",0,Active,0,0,FALSE,scraped,0
ChIJ8x-QuSiZ4jARHND03rD4zs0,ChIJ8x-QuSiZ4jARHND03rD4zs0,Sui Tiao Phanit Limited Partnership,Independent (no name keyword),Pharmacy (independent),TARGET,"273/3-4, Jarumueng Road, Rong Mueang, Khet Pathum Wan, Bangkok",10330,Nonthaburi,13.7400089,100.5194546,pharmacy,0,0,02 216 8720,,,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","273/3-4, Jarumueng Road, Rong Mueang, Khet Pathum Wan, Bangkok, 10330",0,Active,0,0,FALSE,scraped,0
ChIJF81PWByZ4jAR8IqsRoyEMGk,ChIJF81PWByZ4jAR8IqsRoyEMGk,Boots samyan mitrtown,Boots,Pharmacy (chain),EXCLUDE,"ศูนย์การค้าสามย่านมิตรทาวน์, 944/1 ห้องเลขที่ 1U013-1U014 ชั้น 1 อาคาร, Thanon Rama IV, Khwaeng Wang Mai",Pathum Wan,Nonthaburi,13.7344606,100.528417,pharmacy,4.2,13,065 929 0791,Monday: 10:00 AM – 10:00 PM | Tuesday: 10:00 AM – 10:00 PM | Wednesday: 10:00 AM – 10:00 PM | Thursday: 10:00 AM – 10:00 PM | Friday: 10:00 AM – 10:00 PM | Saturday: 10:00 AM – 10:00 PM | Sunday: 10:00 AM – 10:00 PM,http://www.th.boots.com/,"['pharmacy', 'health', 'point_of_interest', 'store', 'establishment']","ศูนย์การค้าสามย่านมิตรทาวน์, 944/1 ห้องเลขที่ 1U013-1U014 ชั้น 1 อาคาร, Thanon Rama IV, Khwaeng Wang Mai, Pathum Wan",0,Active,0,0,FALSE,scraped,0
